season,match_number,round_number,home_team,away_team,group,home_goals,away_goals,goal_difference_home,result_90min,match_winner,knockout_aggregate,knockout_winner
2025-26,26,2,Galatasaray,Liverpool,,1.0,0.0,1.0,H,Galatasaray,,
2025-26,27,2,Pafos,Bayern München,,1.0,5.0,-4.0,A,Bayern München,,
2025-26,28,2,Union SG,Newcastle,,0.0,4.0,-4.0,A,Newcastle,,
2025-26,29,2,Qarabag,Copenhagen,,2.0,0.0,2.0,H,Qarabag,,
2025-26,30,2,Arsenal,Olympiacos,,2.0,0.0,2.0,H,Arsenal,,
2025-26,31,2,Leverkusen,PSV,,1.0,1.0,0.0,D,Draw,,
2025-26,32,2,Villarreal,Juventus,,2.0,2.0,0.0,D,Draw,,
2025-26,33,2,Napoli,Sporting CP,,2.0,1.0,1.0,H,Napoli,,
2025-26,34,2,Monaco,Man City,,2.0,2.0,0.0,D,Draw,,
2025-26,35,2,B. Dortmund,Athletic Club,,4.0,1.0,3.0,H,B. Dortmund,,
2025-26,36,2,Barcelona,Paris,,1.0,2.0,-1.0,A,Paris,,
2025-26,37,3,Barcelona,Olympiacos,,6.0,1.0,5.0,H,Barcelona,,
2025-26,38,3,Kairat Almaty,Pafos,,0.0,0.0,0.0,D,Draw,,
2025-26,39,3,Arsenal,Atleti,,4.0,0.0,4.0,H,Arsenal,,
2025-26,40,3,Leverkusen,Paris,,2.0,7.0,-5.0,A,Paris,,
2025-26,41,3,Villarreal,Man City,,0.0,2.0,-2.0,A,Man City,,
2025-26,42,3,PSV,Napoli,,6.0,2.0,4.0,H,PSV,,
2025-26,43,3,Copenhagen,B. Dortmund,,2.0,4.0,-2.0,A,B. Dortmund,,
2025-26,44,3,Union SG,Inter,,0.0,4.0,-4.0,A,Inter,,
2025-26,45,3,Newcastle,Benfica,,3.0,0.0,3.0,H,Newcastle,,
2025-26,46,3,Galatasaray,Bodø/Glimt,,3.0,1.0,2.0,H,Galatasaray,,
2025-26,47,3,Athletic Club,Qarabag,,3.0,1.0,2.0,H,Athletic Club,,
2025-26,48,3,Chelsea,Ajax,,5.0,1.0,4.0,H,Chelsea,,
2025-26,49,3,Atalanta,Slavia Praha,,0.0,0.0,0.0,D,Draw,,
2025-26,50,3,Frankfurt,Liverpool,,1.0,5.0,-4.0,A,Liverpool,,
2025-26,51,3,Sporting CP,Marseille,,2.0,1.0,1.0,H,Sporting CP,,
2025-26,52,3,Monaco,Tottenham,,0.0,0.0,0.0,D,Draw,,
2025-26,53,3,Real Madrid,Juventus,,1.0,0.0,1.0,H,Real Madrid,,
2025-26,54,3,Bayern München,Club Brugge,,4.0,0.0,4.0,H,Bayern München,,
2025-26,55,4,Napoli,Frankfurt,,0.0,0.0,0.0,D,Draw,,
2025-26,56,4,Slavia Praha,Arsenal,,0.0,3.0,-3.0,A,Arsenal,,
2025-26,57,4,Paris,Bayern München,,1.0,2.0,-1.0,A,Bayern München,,
2025-26,58,4,Liverpool,Real Madrid,,1.0,0.0,1.0,H,Liverpool,,
2025-26,59,4,Atleti,Union SG,,3.0,1.0,2.0,H,Atleti,,
2025-26,60,4,Juventus,Sporting CP,,1.0,1.0,0.0,D,Draw,,
2025-26,61,4,Tottenham,Copenhagen,,4.0,0.0,4.0,H,Tottenham,,
2025-26,62,4,Olympiacos,PSV,,1.0,1.0,0.0,D,Draw,,
2025-26,63,4,Bodø/Glimt,Monaco,,0.0,1.0,-1.0,A,Monaco,,
2025-26,64,4,Qarabag,Chelsea,,2.0,2.0,0.0,D,Draw,,
2025-26,65,4,Pafos,Villarreal,,1.0,0.0,1.0,H,Pafos,,
2025-26,66,4,Man City,B. Dortmund,,4.0,1.0,3.0,H,Man City,,
2025-26,67,4,Inter,Kairat Almaty,,2.0,1.0,1.0,H,Inter,,
2025-26,68,4,Benfica,Leverkusen,,0.0,1.0,-1.0,A,Leverkusen,,
2025-26,69,4,Club Brugge,Barcelona,,3.0,3.0,0.0,D,Draw,,
2025-26,70,4,Ajax,Galatasaray,,0.0,3.0,-3.0,A,Galatasaray,,
2025-26,71,4,Marseille,Atalanta,,0.0,1.0,-1.0,A,Atalanta,,
2025-26,72,4,Newcastle,Athletic Club,,2.0,0.0,2.0,H,Newcastle,,
2025-26,73,5,Ajax,Benfica,,0.0,2.0,-2.0,A,Benfica,,
2025-26,74,5,Galatasaray,Union SG,,0.0,1.0,-1.0,A,Union SG,,
2025-26,75,5,Man City,Leverkusen,,0.0,2.0,-2.0,A,Leverkusen,,
2025-26,76,5,Chelsea,Barcelona,,3.0,0.0,3.0,H,Chelsea,,
2025-26,77,5,B. Dortmund,Villarreal,,4.0,0.0,4.0,H,B. Dortmund,,
2025-26,78,5,Napoli,Qarabag,,2.0,0.0,2.0,H,Napoli,,
2025-26,79,5,Slavia Praha,Athletic Club,,0.0,0.0,0.0,D,Draw,,
2025-26,80,5,Bodø/Glimt,Juventus,,2.0,3.0,-1.0,A,Juventus,,
2025-26,81,5,Marseille,Newcastle,,2.0,1.0,1.0,H,Marseille,,
2025-26,82,5,Copenhagen,Kairat Almaty,,3.0,2.0,1.0,H,Copenhagen,,
2025-26,83,5,Pafos,Monaco,,2.0,2.0,0.0,D,Draw,,
2025-26,84,5,Paris,Tottenham,,5.0,3.0,2.0,H,Paris,,
2025-26,85,5,Liverpool,PSV,,1.0,4.0,-3.0,A,PSV,,
2025-26,86,5,Arsenal,Bayern München,,3.0,1.0,2.0,H,Arsenal,,
2025-26,87,5,Atleti,Inter,,2.0,1.0,1.0,H,Atleti,,
2025-26,88,5,Frankfurt,Atalanta,,0.0,3.0,-3.0,A,Atalanta,,
2025-26,89,5,Sporting CP,Club Brugge,,3.0,0.0,3.0,H,Sporting CP,,
2025-26,90,5,Olympiacos,Real Madrid,,3.0,4.0,-1.0,A,Real Madrid,,
2025-26,91,6,Kairat Almaty,Olympiacos,,0.0,1.0,-1.0,A,Olympiacos,,
2025-26,92,6,Bayern München,Sporting CP,,3.0,1.0,2.0,H,Bayern München,,
2025-26,93,6,Inter,Liverpool,,0.0,1.0,-1.0,A,Liverpool,,
2025-26,94,6,Barcelona,Frankfurt,,2.0,1.0,1.0,H,Barcelona,,
2025-26,95,6,Atalanta,Chelsea,,2.0,1.0,1.0,H,Atalanta,,
2025-26,96,6,Tottenham,Slavia Praha,,3.0,0.0,3.0,H,Tottenham,,
2025-26,97,6,PSV,Atleti,,2.0,3.0,-1.0,A,Atleti,0-1,Real Madrid
2025-26,98,6,Monaco,Galatasaray,,1.0,0.0,1.0,H,Monaco,1-3,Man City
2025-26,99,6,Union SG,Marseille,,2.0,3.0,-1.0,A,Marseille,1-0,Bayern
2025-26,100,6,Villarreal,Copenhagen,,2.0,3.0,-1.0,A,Copenhagen,2-0,Paris
2025-26,101,6,Qarabag,Ajax,,2.0,4.0,-2.0,A,Ajax,1-0,Inter
2025-26,102,6,B. Dortmund,Bodø/Glimt,,2.0,2.0,0.0,D,Draw,1-1,Dortmund
2025-26,103,6,Leverkusen,Newcastle,,2.0,2.0,0.0,D,Draw,1-0,
2025-26,104,6,Benfica,Napoli,,2.0,0.0,2.0,H,Benfica,1-1,Barcelona
2025-26,105,6,Juventus,Pafos,,2.0,0.0,2.0,H,Juventus,1-3,Bayern
2025-26,106,6,Club Brugge,Arsenal,,0.0,3.0,-3.0,A,Arsenal,4-1,Paris
2025-26,107,6,Athletic Club,Paris,,0.0,0.0,0.0,D,Draw,1-2,Real Madrid
2025-26,108,6,Real Madrid,Man City,,1.0,2.0,-1.0,A,Man City,2-6,Man City
2025-26,109,7,Kairat Almaty,Club Brugge,,1.0,4.0,-3.0,A,Club Brugge,1-1,
2025-26,110,7,Bodø/Glimt,Man City,,3.0,1.0,2.0,H,Bodø/Glimt,2-4,Barcelona
2025-26,111,7,Real Madrid,Monaco,,6.0,1.0,5.0,H,Real Madrid,2-2,Inter
2025-26,112,7,Inter,Arsenal,,1.0,3.0,-2.0,A,Arsenal,1-3,Dortmund
2025-26,113,7,Villarreal,Ajax,,1.0,2.0,-1.0,A,Ajax,2-2,Bayern
2025-26,114,7,Tottenham,B. Dortmund,,2.0,0.0,2.0,H,Tottenham,3-3,Man City
2025-26,115,7,Sporting CP,Paris,,2.0,1.0,1.0,H,Sporting CP,2-1,Dortmund
2025-26,116,7,Olympiacos,Leverkusen,,2.0,0.0,2.0,H,Olympiacos,2-3,Paris
2025-26,117,7,Copenhagen,Napoli,,1.0,1.0,0.0,D,Draw,6-4,Paris
2025-26,118,7,Galatasaray,Atleti,,1.0,1.0,0.0,D,Draw,4-5,Dortmund
2025-26,119,7,Qarabag,Frankfurt,,3.0,2.0,1.0,H,Qarabag,4-4,Man City
2025-26,120,7,Chelsea,Pafos,,1.0,0.0,1.0,H,Chelsea,2-3,Bayern
2025-26,121,7,Atalanta,Athletic Club,,2.0,3.0,-1.0,A,Athletic Club,2-2,Real Madrid
2025-26,122,7,Juventus,Benfica,,2.0,0.0,2.0,H,Juventus,1-0,Dortmund
2025-26,123,7,Slavia Praha,Barcelona,,2.0,4.0,-2.0,A,Barcelona,2-0,Dortmund
2025-26,124,7,Marseille,Liverpool,,0.0,3.0,-3.0,A,Liverpool,3-4,Real Madrid
2025-26,125,7,Newcastle,PSV,,3.0,0.0,3.0,H,Newcastle,,
2025-26,126,7,Bayern München,Union SG,,2.0,0.0,2.0,H,Bayern München,,
2025-26,127,8,Paris,Newcastle,,1.0,1.0,0.0,D,Draw,,
2025-26,128,8,Man City,Galatasaray,,2.0,0.0,2.0,H,Man City,,
2025-26,129,8,Liverpool,Qarabag,,6.0,0.0,6.0,H,Liverpool,,
2025-26,130,8,B. Dortmund,Inter,,0.0,2.0,-2.0,A,Inter,,
2025-26,131,8,Barcelona,Copenhagen,,4.0,1.0,3.0,H,Barcelona,,
2025-26,132,8,Arsenal,Kairat Almaty,,3.0,2.0,1.0,H,Arsenal,,
2025-26,133,8,Leverkusen,Villarreal,,3.0,0.0,3.0,H,Leverkusen,,
2025-26,134,8,Atleti,Bodø/Glimt,,1.0,2.0,-1.0,A,Bodø/Glimt,,
2025-26,135,8,Benfica,Real Madrid,,4.0,2.0,2.0,H,Benfica,4-2,Benfica
2025-26,136,8,Frankfurt,Tottenham,,0.0,2.0,-2.0,A,Tottenham,,
2025-26,137,8,Club Brugge,Marseille,,3.0,0.0,3.0,H,Club Brugge,,
2025-26,138,8,PSV,Bayern München,,1.0,2.0,-1.0,A,Bayern München,,
2025-26,139,8,Ajax,Olympiacos,,1.0,2.0,-1.0,A,Olympiacos,,
2025-26,140,8,Napoli,Chelsea,,2.0,3.0,-1.0,A,Chelsea,,
2025-26,141,8,Monaco,Juventus,,0.0,0.0,0.0,D,Draw,,
2025-26,142,8,Union SG,Atalanta,,1.0,0.0,1.0,H,Union SG,,
2025-26,143,8,Athletic Club,Sporting CP,,2.0,3.0,-1.0,A,Sporting CP,,
2025-26,144,8,Pafos,Slavia Praha,,4.0,1.0,3.0,H,Pafos,,
2025-26,145,9,Galatasaray,Juventus,,5.0,2.0,3.0,H,Galatasaray,5-2,Galatasaray
2025-26,146,9,Monaco,Paris,,2.0,3.0,-1.0,A,Paris,2-3,Paris
2025-26,147,9,Benfica,Real Madrid,,0.0,1.0,-1.0,A,Real Madrid,5-2,Benfica
2025-26,148,9,B. Dortmund,Atalanta,,2.0,0.0,2.0,H,B. Dortmund,2-0,Atalanta
2025-26,149,9,Qarabag,Newcastle,,1.0,6.0,-5.0,A,Newcastle,1-6,Newcastle
2025-26,150,9,Olympiacos,Leverkusen,,0.0,2.0,-2.0,A,Leverkusen,0-2,Leverkusen
2025-26,151,9,Bodø/Glimt,Inter,,3.0,1.0,2.0,H,Bodø/Glimt,3-1,Bodø/Glimt
2025-26,152,9,Club Brugge,Atleti,,3.0,3.0,0.0,D,Draw,3-3,Atleti
2025-26,153,10,Atleti,Club Brugge,,4.0,1.0,3.0,H,Atleti,4-7,Atleti
2025-26,154,10,Leverkusen,Olympiacos,,0.0,0.0,0.0,D,Draw,0-2,Leverkusen
2025-26,155,10,Inter,Bodø/Glimt,,1.0,2.0,-1.0,A,Bodø/Glimt,5-2,Bodø/Glimt
2025-26,156,10,Newcastle,Qarabag,,3.0,2.0,1.0,H,Newcastle,3-9,Newcastle
2025-26,157,10,Atalanta,B. Dortmund,,4.0,1.0,3.0,H,Atalanta,3-4,Atalanta
2025-26,158,10,Paris,Monaco,,2.0,2.0,0.0,D,Draw,4-5,Paris
2025-26,159,10,Juventus,Galatasaray,,3.0,2.0,1.0,H,Juventus,7-5,Galatasaray
2025-26,160,10,Real Madrid,Benfica,,2.0,1.0,1.0,H,Real Madrid,3-4,PSV
2025-26,161,11,Galatasaray,Liverpool,,1.0,0.0,1.0,H,Galatasaray,1-0,Liverpool
2025-26,162,11,Atalanta,Bayern München,,1.0,6.0,-5.0,A,Bayern München,1-6,Bayern München
2025-26,163,11,Newcastle,Barcelona,,1.0,1.0,0.0,D,Draw,1-1,Barcelona
2025-26,164,11,Atleti,Tottenham,,5.0,2.0,3.0,H,Atleti,5-2,Atleti
2025-26,165,11,Leverkusen,Arsenal,,1.0,1.0,0.0,D,Draw,1-1,Arsenal
2025-26,166,11,Paris,Chelsea,,5.0,2.0,3.0,H,Paris,5-2,Paris
2025-26,167,11,Real Madrid,Man City,,3.0,0.0,3.0,H,Real Madrid,3-0,Real Madrid
2025-26,168,11,Bodø/Glimt,Sporting CP,,3.0,0.0,3.0,H,Bodø/Glimt,3-0,Sporting CP
2025-26,169,12,Sporting CP,Bodø/Glimt,,5.0,0.0,5.0,H,Sporting CP,3-5,Sporting CP
2025-26,170,12,Chelsea,Paris,,0.0,3.0,-3.0,A,Paris,8-2,Paris
2025-26,171,12,Man City,Real Madrid,,1.0,2.0,-1.0,A,Real Madrid,5-1,Real Madrid
2025-26,172,12,Arsenal,Leverkusen,,2.0,0.0,2.0,H,Arsenal,1-3,Arsenal
2025-26,173,12,Barcelona,Newcastle,,7.0,2.0,5.0,H,Barcelona,3-8,Barcelona
2025-26,174,12,Liverpool,Galatasaray,,4.0,0.0,4.0,H,Liverpool,1-4,Liverpool
2025-26,175,12,Bayern München,Atalanta,,4.0,1.0,3.0,H,Bayern München,2-10,Bayern München
2025-26,176,12,Tottenham,Atleti,,3.0,2.0,1.0,H,Tottenham,7-5,Atleti
2025-26,177,13,Real Madrid,Bayern München,,1.0,2.0,-1.0,A,Bayern München,1-2,Bayern München
2025-26,178,13,Sporting CP,Arsenal,,0.0,1.0,-1.0,A,Arsenal,0-1,Arsenal
2025-26,179,13,Paris,Liverpool,,2.0,0.0,2.0,H,Paris,2-0,Paris
2025-26,180,13,Barcelona,Atleti,,0.0,2.0,-2.0,A,Atleti,0-2,Atleti
2025-26,181,14,Atleti,Barcelona,,1.0,2.0,-1.0,A,Barcelona,2-3,Atleti
2025-26,182,14,Liverpool,Paris,,0.0,2.0,-2.0,A,Paris,4-0,Paris
2025-26,183,14,Arsenal,Sporting CP,,0.0,0.0,0.0,D,Draw,0-1,Arsenal
2025-26,184,14,Bayern München,Real Madrid,,4.0,3.0,1.0,H,Bayern München,4-6,Bayern München
2025-26,185,15,Paris,Bayern München,,5.0,4.0,1.0,H,Paris,5-4,Paris
2025-26,186,15,Atleti,Arsenal,,1.0,1.0,0.0,D,Draw,1-1,Arsenal
2025-26,187,16,Arsenal,Atleti,,1.0,0.0,1.0,H,Arsenal,1-2,Arsenal
2025-26,188,16,Bayern München,Paris,,1.0,1.0,0.0,D,Draw,6-5,Paris
2025-26,189,17,Paris,Arsenal,,,,,D,Draw,,
