season,match_number,round_number,home_team,away_team,group,home_goals,away_goals,goal_difference_home,result_90min,match_winner,knockout_aggregate,knockout_winner
2023-24,43,3,Celtic,Atlético de Madrid,Group E,2.0,2.0,0.0,D,Draw,,
2023-24,44,3,Paris,Milan,Group F,3.0,0.0,3.0,H,Paris,,
2023-24,45,3,Newcastle,Dortmund,Group F,0.0,1.0,-1.0,A,Dortmund,,
2023-24,46,3,Leipzig,Crvena zvezda,Group G,3.0,1.0,2.0,H,Leipzig,,
2023-24,47,3,Young Boys,Man City,Group G,1.0,3.0,-2.0,A,Man City,,
2023-24,48,3,Antwerp,FC Porto,Group H,1.0,4.0,-3.0,A,FC Porto,,
2023-24,49,4,Dortmund,Newcastle,Group F,2.0,0.0,2.0,H,Dortmund,,
2023-24,50,4,Shakhtar Donetsk,Barcelona,Group H,1.0,0.0,1.0,H,Shakhtar Donetsk,,
2023-24,51,4,Atlético de Madrid,Celtic,Group E,6.0,0.0,6.0,H,Atlético de Madrid,,
2023-24,52,4,Lazio,Feyenoord,Group E,1.0,0.0,1.0,H,Lazio,,
2023-24,53,4,Milan,Paris,Group F,2.0,1.0,1.0,H,Milan,,
2023-24,54,4,Man City,Young Boys,Group G,3.0,0.0,3.0,H,Man City,,
2023-24,55,4,Crvena zvezda,Leipzig,Group G,1.0,2.0,-1.0,A,Leipzig,,
2023-24,56,4,FC Porto,Antwerp,Group H,2.0,0.0,2.0,H,FC Porto,,
2023-24,57,4,Napoli,Union Berlin,Group C,1.0,1.0,0.0,D,Draw,,
2023-24,58,4,Real Sociedad,Benfica,Group D,3.0,1.0,2.0,H,Real Sociedad,,
2023-24,59,4,Bayern,Galatasaray,Group A,2.0,1.0,1.0,H,Bayern,,
2023-24,60,4,Copenhagen,Man United,Group A,4.0,3.0,1.0,H,Copenhagen,,
2023-24,61,4,Arsenal,Sevilla,Group B,2.0,0.0,2.0,H,Arsenal,,
2023-24,62,4,PSV,Lens,Group B,1.0,0.0,1.0,H,PSV,,
2023-24,63,4,Real Madrid,Braga,Group C,3.0,0.0,3.0,H,Real Madrid,,
2023-24,64,4,Salzburg,Inter,Group D,0.0,1.0,-1.0,A,Inter,,
2023-24,65,5,Lazio,Celtic,Group E,2.0,0.0,2.0,H,Lazio,,
2023-24,66,5,Shakhtar Donetsk,Antwerp,Group H,1.0,0.0,1.0,H,Shakhtar Donetsk,,
2023-24,67,5,Feyenoord,Atlético de Madrid,Group E,1.0,3.0,-2.0,A,Atlético de Madrid,,
2023-24,68,5,Paris,Newcastle,Group F,1.0,1.0,0.0,D,Draw,,
2023-24,69,5,Milan,Dortmund,Group F,1.0,3.0,-2.0,A,Dortmund,,
2023-24,70,5,Man City,Leipzig,Group G,3.0,2.0,1.0,H,Man City,,
2023-24,71,5,Young Boys,Crvena zvezda,Group G,2.0,0.0,2.0,H,Young Boys,,
2023-24,72,5,Barcelona,FC Porto,Group H,2.0,1.0,1.0,H,Barcelona,,
2023-24,73,5,Galatasaray,Man United,Group A,3.0,3.0,0.0,D,Draw,,
2023-24,74,5,Sevilla,PSV,Group B,2.0,3.0,-1.0,A,PSV,,
2023-24,75,5,Bayern,Copenhagen,Group A,0.0,0.0,0.0,D,Draw,,
2023-24,76,5,Arsenal,Lens,Group B,6.0,0.0,6.0,H,Arsenal,,
2023-24,77,5,Real Madrid,Napoli,Group C,4.0,2.0,2.0,H,Real Madrid,,
2023-24,78,5,Braga,Union Berlin,Group C,1.0,1.0,0.0,D,Draw,,
2023-24,79,5,Benfica,Inter,Group D,3.0,3.0,0.0,D,Draw,,
2023-24,80,5,Real Sociedad,Salzburg,Group D,0.0,0.0,0.0,D,Draw,,
2023-24,81,6,Lens,Sevilla,Group B,2.0,1.0,1.0,H,Lens,,
2023-24,82,6,PSV,Arsenal,Group B,1.0,1.0,0.0,D,Draw,,
2023-24,83,6,Man United,Bayern,Group A,0.0,1.0,-1.0,A,Bayern,,
2023-24,84,6,Copenhagen,Galatasaray,Group A,1.0,0.0,1.0,H,Copenhagen,,
2023-24,85,6,Napoli,Braga,Group C,2.0,0.0,2.0,H,Napoli,,
2023-24,86,6,Union Berlin,Real Madrid,Group C,2.0,3.0,-1.0,A,Real Madrid,,
2023-24,87,6,Inter,Real Sociedad,Group D,0.0,0.0,0.0,D,Draw,,
2023-24,88,6,Salzburg,Benfica,Group D,1.0,3.0,-2.0,A,Benfica,,
2023-24,89,6,Leipzig,Young Boys,Group G,2.0,1.0,1.0,H,Leipzig,,
2023-24,90,6,Crvena zvezda,Man City,Group G,2.0,3.0,-1.0,A,Man City,,
2023-24,91,6,Atlético de Madrid,Lazio,Group E,2.0,0.0,2.0,H,Atlético de Madrid,,
2023-24,92,6,Celtic,Feyenoord,Group E,2.0,1.0,1.0,H,Celtic,,
2023-24,93,6,Dortmund,Paris,Group F,1.0,1.0,0.0,D,Draw,,
2023-24,94,6,Newcastle,Milan,Group F,1.0,2.0,-1.0,A,Milan,,
2023-24,95,6,FC Porto,Shakhtar Donetsk,Group H,5.0,3.0,2.0,H,FC Porto,,
2023-24,96,6,Antwerp,Barcelona,Group H,3.0,2.0,1.0,H,Antwerp,,
2023-24,97,7,Leipzig,Real Madrid,,0.0,1.0,-1.0,A,Real Madrid,0-1,Real Madrid
2023-24,98,7,Copenhagen,Man City,,1.0,3.0,-2.0,A,Man City,1-3,Man City
2023-24,99,7,Lazio,Bayern,,1.0,0.0,1.0,H,Lazio,1-0,Bayern
2023-24,100,7,Paris,Real Sociedad,,2.0,0.0,2.0,H,Paris,2-0,Paris
2023-24,101,7,Inter,Atlético de Madrid,,1.0,0.0,1.0,H,Inter,1-0,Inter
2023-24,102,7,PSV,Dortmund,,1.0,1.0,0.0,D,Draw,1-1,Dortmund
2023-24,103,7,FC Porto,Arsenal,,1.0,0.0,1.0,H,FC Porto,1-0,
2023-24,104,7,Napoli,Barcelona,,1.0,1.0,0.0,D,Draw,1-1,Barcelona
2023-24,105,8,Bayern,Lazio,,3.0,0.0,3.0,H,Bayern,1-3,Bayern
2023-24,106,8,Real Sociedad,Paris,,1.0,2.0,-1.0,A,Paris,4-1,Paris
2023-24,107,8,Real Madrid,Leipzig,,1.0,1.0,0.0,D,Draw,1-2,Real Madrid
2023-24,108,8,Man City,Copenhagen,,3.0,1.0,2.0,H,Man City,2-6,Man City
2023-24,109,8,Arsenal,FC Porto,,1.0,0.0,1.0,H,Arsenal,1-1,
2023-24,110,8,Barcelona,Napoli,,3.0,1.0,2.0,H,Barcelona,2-4,Barcelona
2023-24,111,8,Atlético de Madrid,Inter,,2.0,1.0,1.0,H,Atlético de Madrid,2-2,Inter
2023-24,112,8,Dortmund,PSV,,2.0,0.0,2.0,H,Dortmund,1-3,Dortmund
2023-24,113,9,Arsenal,Bayern,,2.0,2.0,0.0,D,Draw,2-2,Bayern
2023-24,114,9,Real Madrid,Man City,,3.0,3.0,0.0,D,Draw,3-3,Man City
2023-24,115,9,Atlético de Madrid,Dortmund,,2.0,1.0,1.0,H,Atlético de Madrid,2-1,Dortmund
2023-24,116,9,Paris,Barcelona,,2.0,3.0,-1.0,A,Barcelona,2-3,Paris
2023-24,117,10,Barcelona,Paris,,1.0,4.0,-3.0,A,Paris,6-4,Paris
2023-24,118,10,Dortmund,Atlético de Madrid,,4.0,2.0,2.0,H,Dortmund,4-5,Dortmund
2023-24,119,10,Man City,Real Madrid,,1.0,1.0,0.0,D,Draw,4-4,Man City
2023-24,120,10,Bayern,Arsenal,,1.0,0.0,1.0,H,Bayern,2-3,Bayern
2023-24,121,11,Bayern,Real Madrid,,2.0,2.0,0.0,D,Draw,2-2,Real Madrid
2023-24,122,11,Dortmund,Paris,,1.0,0.0,1.0,H,Dortmund,1-0,Dortmund
2023-24,123,12,Paris,Dortmund,,0.0,1.0,-1.0,A,Dortmund,2-0,Dortmund
2023-24,124,12,Real Madrid,Bayern,,2.0,1.0,1.0,H,Real Madrid,3-4,Real Madrid
2023-24,125,13,Dortmund,Real Madrid,,0.0,2.0,-2.0,A,Real Madrid,,
2024-25,1,1,Juventus,PSV,,3.0,1.0,2.0,H,Juventus,,
2024-25,2,1,Young Boys,Aston Villa,,0.0,3.0,-3.0,A,Aston Villa,,
2024-25,3,1,Bayern München,GNK Dinamo,,9.0,2.0,7.0,H,Bayern München,,
2024-25,4,1,Milan,Liverpool,,1.0,3.0,-2.0,A,Liverpool,,
2024-25,5,1,Real Madrid,Stuttgart,,3.0,1.0,2.0,H,Real Madrid,,
2024-25,6,1,Sporting CP,Lille,,2.0,0.0,2.0,H,Sporting CP,,
2024-25,7,1,Bologna,Shakhtar,,0.0,0.0,0.0,D,Draw,,
2024-25,8,1,Sparta Praha,Salzburg,,3.0,0.0,3.0,H,Sparta Praha,,
2024-25,9,1,Club Brugge,B. Dortmund,,0.0,3.0,-3.0,A,B. Dortmund,,
2024-25,10,1,Celtic,S. Bratislava,,5.0,1.0,4.0,H,Celtic,,
2024-25,11,1,Man City,Inter,,0.0,0.0,0.0,D,Draw,,
2024-25,12,1,Paris,Girona,,1.0,0.0,1.0,H,Paris,,
2024-25,13,1,Crvena Zvezda,Benfica,,1.0,2.0,-1.0,A,Benfica,,
2024-25,14,1,Feyenoord,Leverkusen,,0.0,4.0,-4.0,A,Leverkusen,,
2024-25,15,1,Atalanta,Arsenal,,0.0,0.0,0.0,D,Draw,,
2024-25,16,1,Atleti,Leipzig,,2.0,1.0,1.0,H,Atleti,,
2024-25,17,1,Monaco,Barcelona,,2.0,1.0,1.0,H,Monaco,,
2024-25,18,1,Brest,Sturm Graz,,2.0,1.0,1.0,H,Brest,,
2024-25,19,2,Salzburg,Brest,,0.0,4.0,-4.0,A,Brest,,
2024-25,20,2,Stuttgart,Sparta Praha,,1.0,1.0,0.0,D,Draw,,
2024-25,21,2,Inter,Crvena Zvezda,,4.0,0.0,4.0,H,Inter,,
2024-25,22,2,B. Dortmund,Celtic,,7.0,1.0,6.0,H,B. Dortmund,,
2024-25,23,2,Barcelona,Young Boys,,5.0,0.0,5.0,H,Barcelona,,
2024-25,24,2,Leverkusen,Milan,,1.0,0.0,1.0,H,Leverkusen,,
2024-25,25,2,Arsenal,Paris,,2.0,0.0,2.0,H,Arsenal,,
2024-25,26,2,PSV,Sporting CP,,1.0,1.0,0.0,D,Draw,,
2024-25,27,2,S. Bratislava,Man City,,0.0,4.0,-4.0,A,Man City,,
2024-25,28,2,Shakhtar,Atalanta,,0.0,3.0,-3.0,A,Atalanta,,
2024-25,29,2,Girona,Feyenoord,,2.0,3.0,-1.0,A,Feyenoord,,
2024-25,30,2,Liverpool,Bologna,,2.0,0.0,2.0,H,Liverpool,,
2024-25,31,2,Leipzig,Juventus,,2.0,3.0,-1.0,A,Juventus,,
2024-25,32,2,Benfica,Atleti,,4.0,0.0,4.0,H,Benfica,,
2024-25,33,2,GNK Dinamo,Monaco,,2.0,2.0,0.0,D,Draw,,
2024-25,34,2,Lille,Real Madrid,,1.0,0.0,1.0,H,Lille,,
2024-25,35,2,Aston Villa,Bayern München,,1.0,0.0,1.0,H,Aston Villa,,
2024-25,36,2,Sturm Graz,Club Brugge,,0.0,1.0,-1.0,A,Club Brugge,,
2024-25,37,3,Milan,Club Brugge,,3.0,1.0,2.0,H,Milan,,
2024-25,38,3,Monaco,Crvena Zvezda,,5.0,1.0,4.0,H,Monaco,,
2024-25,39,3,Paris,PSV,,1.0,1.0,0.0,D,Draw,,
2024-25,40,3,Juventus,Stuttgart,,0.0,1.0,-1.0,A,Stuttgart,,
2024-25,41,3,Arsenal,Shakhtar,,1.0,0.0,1.0,H,Arsenal,,
2024-25,42,3,Aston Villa,Bologna,,2.0,0.0,2.0,H,Aston Villa,,
2024-25,43,3,Girona,S. Bratislava,,2.0,0.0,2.0,H,Girona,,
2024-25,44,3,Sturm Graz,Sporting CP,,0.0,2.0,-2.0,A,Sporting CP,,
2024-25,45,3,Real Madrid,B. Dortmund,,5.0,2.0,3.0,H,Real Madrid,,
2024-25,46,3,Atalanta,Celtic,,0.0,0.0,0.0,D,Draw,,
2024-25,47,3,Brest,Leverkusen,,1.0,1.0,0.0,D,Draw,,
2024-25,48,3,Man City,Sparta Praha,,5.0,0.0,5.0,H,Man City,,
2024-25,49,3,Leipzig,Liverpool,,0.0,1.0,-1.0,A,Liverpool,,
2024-25,50,3,Barcelona,Bayern München,,4.0,1.0,3.0,H,Barcelona,,
2024-25,51,3,Atleti,Lille,,1.0,3.0,-2.0,A,Lille,,
2024-25,52,3,Benfica,Feyenoord,,1.0,3.0,-2.0,A,Feyenoord,,
2024-25,53,3,Salzburg,GNK Dinamo,,0.0,2.0,-2.0,A,GNK Dinamo,,
2024-25,54,3,Young Boys,Inter,,0.0,1.0,-1.0,A,Inter,,
2024-25,55,4,PSV,Girona,,4.0,0.0,4.0,H,PSV,,
2024-25,56,4,S. Bratislava,GNK Dinamo,,1.0,4.0,-3.0,A,GNK Dinamo,,
2024-25,57,4,Real Madrid,Milan,,1.0,3.0,-2.0,A,Milan,,
2024-25,58,4,Liverpool,Leverkusen,,4.0,0.0,4.0,H,Liverpool,,
2024-25,59,4,B. Dortmund,Sturm Graz,,1.0,0.0,1.0,H,B. Dortmund,,
2024-25,60,4,Sporting CP,Man City,,4.0,1.0,3.0,H,Sporting CP,,
2024-25,61,4,Lille,Juventus,,1.0,1.0,0.0,D,Draw,,
2024-25,62,4,Celtic,Leipzig,,3.0,1.0,2.0,H,Celtic,,
2024-25,63,4,Bologna,Monaco,,0.0,1.0,-1.0,A,Monaco,,
2024-25,64,4,Club Brugge,Aston Villa,,1.0,0.0,1.0,H,Club Brugge,,
2024-25,65,4,Shakhtar,Young Boys,,2.0,1.0,1.0,H,Shakhtar,,
2024-25,67,4,Paris,Atleti,,1.0,2.0,-1.0,A,Atleti,,
2024-25,68,4,Inter,Arsenal,,1.0,0.0,1.0,H,Inter,,
2024-25,69,4,Feyenoord,Salzburg,,1.0,3.0,-2.0,A,Salzburg,,
2024-25,70,4,Crvena Zvezda,Barcelona,,2.0,5.0,-3.0,A,Barcelona,,
2024-25,71,4,Sparta Praha,Brest,,1.0,2.0,-1.0,A,Brest,,
2024-25,72,4,Stuttgart,Atalanta,,0.0,2.0,-2.0,A,Atalanta,,
2024-25,66,4,Bayern München,Benfica,,1.0,0.0,1.0,H,Bayern München,,
2024-25,73,5,S. Bratislava,Milan,,2.0,3.0,-1.0,A,Milan,,
2024-25,74,5,Sparta Praha,Atleti,,0.0,6.0,-6.0,A,Atleti,,
2024-25,75,5,Man City,Feyenoord,,3.0,3.0,0.0,D,Draw,,
2024-25,76,5,Bayern München,Paris,,1.0,0.0,1.0,H,Bayern München,,
2024-25,77,5,Inter,Leipzig,,1.0,0.0,1.0,H,Inter,,
2024-25,78,5,Barcelona,Brest,,3.0,0.0,3.0,H,Barcelona,,
2024-25,79,5,Leverkusen,Salzburg,,5.0,0.0,5.0,H,Leverkusen,,
2024-25,80,5,Sporting CP,Arsenal,,1.0,5.0,-4.0,A,Arsenal,,
2024-25,81,5,Young Boys,Atalanta,,1.0,6.0,-5.0,A,Atalanta,,
2024-25,82,5,Crvena Zvezda,Stuttgart,,5.0,1.0,4.0,H,Crvena Zvezda,,
2024-25,83,5,Sturm Graz,Girona,,1.0,0.0,1.0,H,Sturm Graz,,
2024-25,84,5,Liverpool,Real Madrid,,2.0,0.0,2.0,H,Liverpool,,
2024-25,85,5,PSV,Shakhtar,,3.0,2.0,1.0,H,PSV,,
2024-25,86,5,GNK Dinamo,B. Dortmund,,0.0,3.0,-3.0,A,B. Dortmund,,
2024-25,87,5,Celtic,Club Brugge,,1.0,1.0,0.0,D,Draw,,
2024-25,88,5,Monaco,Benfica,,2.0,3.0,-1.0,A,Benfica,,
2024-25,89,5,Aston Villa,Juventus,,0.0,0.0,0.0,D,Draw,,
2024-25,90,5,Bologna,Lille,,1.0,2.0,-1.0,A,Lille,,
2024-25,91,6,GNK Dinamo,Celtic,,0.0,0.0,0.0,D,Draw,,
2024-25,92,6,Girona,Liverpool,,0.0,1.0,-1.0,A,Liverpool,,
2024-25,93,6,Leipzig,Aston Villa,,2.0,3.0,-1.0,A,Aston Villa,,
2024-25,94,6,Leverkusen,Inter,,1.0,0.0,1.0,H,Leverkusen,,
2024-25,95,6,Atalanta,Real Madrid,,2.0,3.0,-1.0,A,Real Madrid,,
2024-25,96,6,Club Brugge,Sporting CP,,2.0,1.0,1.0,H,Club Brugge,,
2024-25,97,6,Shakhtar,Bayern München,,1.0,5.0,-4.0,A,Bayern München,0-1,Real Madrid
2024-25,98,6,Salzburg,Paris,,0.0,3.0,-3.0,A,Paris,1-3,Man City
2024-25,99,6,Brest,PSV,,1.0,0.0,1.0,H,Brest,1-0,Bayern
2024-25,100,6,Atleti,S. Bratislava,,3.0,1.0,2.0,H,Atleti,2-0,Paris
2024-25,101,6,Lille,Sturm Graz,,3.0,2.0,1.0,H,Lille,1-0,Inter
2024-25,102,6,B. Dortmund,Barcelona,,2.0,3.0,-1.0,A,Barcelona,1-1,Dortmund
2024-25,103,6,Juventus,Man City,,2.0,0.0,2.0,H,Juventus,1-0,
2024-25,104,6,Benfica,Bologna,,0.0,0.0,0.0,D,Draw,1-1,Barcelona
2024-25,105,6,Arsenal,Monaco,,3.0,0.0,3.0,H,Arsenal,1-3,Bayern
2024-25,106,6,Milan,Crvena Zvezda,,2.0,1.0,1.0,H,Milan,4-1,Paris
2024-25,107,6,Feyenoord,Sparta Praha,,4.0,2.0,2.0,H,Feyenoord,1-2,Real Madrid
2024-25,108,6,Stuttgart,Young Boys,,5.0,1.0,4.0,H,Stuttgart,2-6,Man City
2024-25,109,7,Atalanta,Sturm Graz,,5.0,0.0,5.0,H,Atalanta,1-1,
2024-25,110,7,Monaco,Aston Villa,,1.0,0.0,1.0,H,Monaco,2-4,Barcelona
2024-25,111,7,S. Bratislava,Stuttgart,,1.0,3.0,-2.0,A,Stuttgart,2-2,Inter
2024-25,112,7,Club Brugge,Juventus,,0.0,0.0,0.0,D,Draw,1-3,Dortmund
2024-25,113,7,Atleti,Leverkusen,,2.0,1.0,1.0,H,Atleti,2-2,Bayern
2024-25,114,7,Benfica,Barcelona,,4.0,5.0,-1.0,A,Barcelona,3-3,Man City
2024-25,115,7,Liverpool,Lille,,2.0,1.0,1.0,H,Liverpool,2-1,Dortmund
2024-25,116,7,Bologna,B. Dortmund,,2.0,1.0,1.0,H,Bologna,2-3,Paris
2024-25,117,7,Crvena Zvezda,PSV,,2.0,3.0,-1.0,A,PSV,6-4,Paris
2024-25,118,7,Leipzig,Sporting CP,,2.0,1.0,1.0,H,Leipzig,4-5,Dortmund
2024-25,119,7,Shakhtar,Brest,,2.0,0.0,2.0,H,Shakhtar,4-4,Man City
2024-25,120,7,Real Madrid,Salzburg,,5.0,1.0,4.0,H,Real Madrid,2-3,Bayern
2024-25,121,7,Paris,Man City,,4.0,2.0,2.0,H,Paris,2-2,Real Madrid
2024-25,122,7,Sparta Praha,Inter,,0.0,1.0,-1.0,A,Inter,1-0,Dortmund
2024-25,123,7,Arsenal,GNK Dinamo,,3.0,0.0,3.0,H,Arsenal,2-0,Dortmund
2024-25,124,7,Celtic,Young Boys,,1.0,0.0,1.0,H,Celtic,3-4,Real Madrid
2024-25,125,7,Feyenoord,Bayern München,,3.0,0.0,3.0,H,Feyenoord,,
2024-25,126,7,Milan,Girona,,1.0,0.0,1.0,H,Milan,,
2024-25,127,8,Sporting CP,Bologna,,1.0,1.0,0.0,D,Draw,,
2024-25,128,8,PSV,Liverpool,,3.0,2.0,1.0,H,PSV,,
2024-25,129,8,Young Boys,Crvena Zvezda,,0.0,1.0,-1.0,A,Crvena Zvezda,,
2024-25,130,8,Stuttgart,Paris,,1.0,4.0,-3.0,A,Paris,,
2024-25,131,8,Sturm Graz,Leipzig,,1.0,0.0,1.0,H,Sturm Graz,,
2024-25,132,8,Man City,Club Brugge,,3.0,1.0,2.0,H,Man City,,
2024-25,133,8,Bayern München,S. Bratislava,,3.0,1.0,2.0,H,Bayern München,,
2024-25,134,8,Inter,Monaco,,3.0,0.0,3.0,H,Inter,,
2024-25,135,8,B. Dortmund,Shakhtar,,3.0,1.0,2.0,H,B. Dortmund,4-2,Benfica
2024-25,136,8,Barcelona,Atalanta,,2.0,2.0,0.0,D,Draw,,
2024-25,137,8,Leverkusen,Sparta Praha,,2.0,0.0,2.0,H,Leverkusen,,
2024-25,138,8,Juventus,Benfica,,0.0,2.0,-2.0,A,Benfica,,
2024-25,139,8,GNK Dinamo,Milan,,2.0,1.0,1.0,H,GNK Dinamo,,
2024-25,140,8,Salzburg,Atleti,,1.0,4.0,-3.0,A,Atleti,,
2024-25,141,8,Lille,Feyenoord,,6.0,1.0,5.0,H,Lille,,
2024-25,142,8,Aston Villa,Celtic,,4.0,2.0,2.0,H,Aston Villa,,
2024-25,143,8,Girona,Arsenal,,1.0,2.0,-1.0,A,Arsenal,,
2024-25,144,8,Brest,Real Madrid,,0.0,3.0,-3.0,A,Real Madrid,,
2024-25,145,9,Brest,Paris,,0.0,3.0,-3.0,A,Paris,5-2,Galatasaray
2024-25,146,9,Man City,Real Madrid,,2.0,3.0,-1.0,A,Real Madrid,2-3,Paris
2024-25,147,9,Juventus,PSV,,2.0,1.0,1.0,H,Juventus,5-2,Benfica
2024-25,148,9,Sporting CP,B. Dortmund,,0.0,3.0,-3.0,A,B. Dortmund,2-0,Atalanta
2024-25,149,9,Club Brugge,Atalanta,,2.0,1.0,1.0,H,Club Brugge,1-6,Newcastle
2024-25,150,9,Feyenoord,Milan,,1.0,0.0,1.0,H,Feyenoord,0-2,Leverkusen
2024-25,151,9,Celtic,Bayern München,,1.0,2.0,-1.0,A,Bayern München,3-1,Bodø/Glimt
2024-25,152,9,Monaco,Benfica,,0.0,1.0,-1.0,A,Benfica,3-3,Atleti
2024-25,153,10,Milan,Feyenoord,,1.0,1.0,0.0,D,Draw,4-7,Atleti
2024-25,154,10,Atalanta,Club Brugge,,1.0,3.0,-2.0,A,Club Brugge,0-2,Leverkusen
2024-25,155,10,Bayern München,Celtic,,1.0,1.0,0.0,D,Draw,5-2,Bodø/Glimt
2024-25,156,10,Benfica,Monaco,,3.0,3.0,0.0,D,Draw,3-9,Newcastle
2024-25,157,10,B. Dortmund,Sporting CP,,0.0,0.0,0.0,D,Draw,3-4,Atalanta
2024-25,158,10,Paris,Brest,,7.0,0.0,7.0,H,Paris,4-5,Paris
2024-25,159,10,Real Madrid,Man City,,3.0,1.0,2.0,H,Real Madrid,7-5,Galatasaray
2024-25,160,10,PSV,Juventus,,3.0,1.0,2.0,H,PSV,3-4,PSV
2024-25,161,11,Club Brugge,Aston Villa,,1.0,3.0,-2.0,A,Aston Villa,1-0,Liverpool
2024-25,162,11,Real Madrid,Atleti,,2.0,1.0,1.0,H,Real Madrid,1-6,Bayern München
2024-25,163,11,PSV,Arsenal,,1.0,7.0,-6.0,A,Arsenal,1-1,Barcelona
2024-25,164,11,B. Dortmund,Lille,,1.0,1.0,0.0,D,Draw,5-2,Atleti
2024-25,165,11,Feyenoord,Inter,,0.0,2.0,-2.0,A,Inter,1-1,Arsenal
2024-25,166,11,Paris,Liverpool,,0.0,1.0,-1.0,A,Liverpool,5-2,Paris
2024-25,167,11,Bayern München,Leverkusen,,3.0,0.0,3.0,H,Bayern München,3-0,Real Madrid
2024-25,168,11,Benfica,Barcelona,,0.0,1.0,-1.0,A,Barcelona,3-0,Sporting CP
2024-25,169,12,Barcelona,Benfica,,3.0,1.0,2.0,H,Barcelona,3-5,Sporting CP
2024-25,170,12,Liverpool,Paris,,0.0,1.0,-1.0,A,Paris,8-2,Paris
2024-25,171,12,Inter,Feyenoord,,2.0,1.0,1.0,H,Inter,5-1,Real Madrid
2024-25,172,12,Leverkusen,Bayern München,,0.0,2.0,-2.0,A,Bayern München,1-3,Arsenal
2024-25,173,12,Lille,B. Dortmund,,1.0,2.0,-1.0,A,B. Dortmund,3-8,Barcelona
2024-25,174,12,Aston Villa,Club Brugge,,3.0,0.0,3.0,H,Aston Villa,1-4,Liverpool
2024-25,175,12,Atleti,Real Madrid,,1.0,0.0,1.0,H,Atleti,2-10,Bayern München
2024-25,176,12,Arsenal,PSV,,2.0,2.0,0.0,D,Draw,7-5,Atleti
2024-25,177,13,Arsenal,Real Madrid,,3.0,0.0,3.0,H,Arsenal,1-2,Bayern München
2024-25,178,13,Bayern München,Inter,,1.0,2.0,-1.0,A,Inter,0-1,Arsenal
2024-25,179,13,Paris,Aston Villa,,3.0,1.0,2.0,H,Paris,2-0,Paris
2024-25,180,13,Barcelona,B. Dortmund,,4.0,0.0,4.0,H,Barcelona,0-2,Atleti
2024-25,181,14,B. Dortmund,Barcelona,,3.0,1.0,2.0,H,B. Dortmund,2-3,Atleti
2024-25,182,14,Aston Villa,Paris,,3.0,2.0,1.0,H,Aston Villa,4-0,Paris
2024-25,183,14,Inter,Bayern München,,2.0,2.0,0.0,D,Draw,0-1,Arsenal
2024-25,184,14,Real Madrid,Arsenal,,1.0,2.0,-1.0,A,Arsenal,4-6,Bayern München
2024-25,185,15,Arsenal,Paris,,0.0,1.0,-1.0,A,Paris,5-4,Paris
2024-25,186,15,Barcelona,Inter,,3.0,3.0,0.0,D,Draw,1-1,Arsenal
2024-25,187,16,Inter,Barcelona,,4.0,3.0,1.0,H,Inter,1-2,Arsenal
2024-25,188,16,Paris,Arsenal,,2.0,1.0,1.0,H,Paris,6-5,Paris
2024-25,189,17,Paris,Inter,,5.0,0.0,5.0,H,Paris,,
2025-26,1,1,PSV,Union SG,,1.0,3.0,-2.0,A,Union SG,,
2025-26,2,1,Athletic Club,Arsenal,,0.0,2.0,-2.0,A,Arsenal,,
2025-26,3,1,Real Madrid,Marseille,,2.0,1.0,1.0,H,Real Madrid,,
2025-26,4,1,Benfica,Qarabag,,2.0,3.0,-1.0,A,Qarabag,,
2025-26,5,1,Juventus,B. Dortmund,,4.0,4.0,0.0,D,Draw,,
2025-26,6,1,Tottenham,Villarreal,,1.0,0.0,1.0,H,Tottenham,,
2025-26,7,1,Olympiacos,Pafos,,0.0,0.0,0.0,D,Draw,,
2025-26,8,1,Slavia Praha,Bodø/Glimt,,2.0,2.0,0.0,D,Draw,,
2025-26,9,1,Paris,Atalanta,,4.0,0.0,4.0,H,Paris,,
2025-26,10,1,Bayern München,Chelsea,,3.0,1.0,2.0,H,Bayern München,,
2025-26,11,1,Liverpool,Atleti,,3.0,2.0,1.0,H,Liverpool,,
2025-26,12,1,Ajax,Inter,,0.0,2.0,-2.0,A,Inter,,
2025-26,13,1,Club Brugge,Monaco,,4.0,1.0,3.0,H,Club Brugge,,
2025-26,14,1,Copenhagen,Leverkusen,,2.0,2.0,0.0,D,Draw,,
2025-26,15,1,Man City,Napoli,,2.0,0.0,2.0,H,Man City,,
2025-26,16,1,Frankfurt,Galatasaray,,5.0,1.0,4.0,H,Frankfurt,,
2025-26,17,1,Sporting CP,Kairat Almaty,,4.0,1.0,3.0,H,Sporting CP,,
2025-26,18,1,Newcastle,Barcelona,,1.0,2.0,-1.0,A,Barcelona,,
2025-26,19,2,Atalanta,Club Brugge,,2.0,1.0,1.0,H,Atalanta,,
2025-26,20,2,Kairat Almaty,Real Madrid,,0.0,5.0,-5.0,A,Real Madrid,,
2025-26,21,2,Inter,Slavia Praha,,3.0,0.0,3.0,H,Inter,,
2025-26,22,2,Chelsea,Benfica,,1.0,0.0,1.0,H,Chelsea,,
2025-26,23,2,Atleti,Frankfurt,,5.0,1.0,4.0,H,Atleti,,
2025-26,24,2,Bodø/Glimt,Tottenham,,2.0,2.0,0.0,D,Draw,,
2025-26,25,2,Marseille,Ajax,,4.0,0.0,4.0,H,Marseille,,
