season,match_number,round_number,date_utc,location,home_team,away_team,group,home_goals,away_goals,source_url,total_goals,goal_difference_home,result_90min
2024-25,112,7,2025-01-21 20:00:00+00:00,Jan Breydelstadion,Club Brugge,Juventus,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,113,7,2025-01-21 20:00:00+00:00,Estadio Metropolitano,Atleti,Leverkusen,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,114,7,2025-01-21 20:00:00+00:00,Estádio do SL Benfica,Benfica,Barcelona,,4,5,https://fixturedownload.com/feed/json/champions-league-2024,9,-1,A
2024-25,115,7,2025-01-21 20:00:00+00:00,Anfield,Liverpool,Lille,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,116,7,2025-01-21 20:00:00+00:00,Stadio Renato Dall'Ara,Bologna,B. Dortmund,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,117,7,2025-01-21 20:00:00+00:00,Stadion Rajko Mitic,Crvena Zvezda,PSV,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,118,7,2025-01-22 17:45:00+00:00,RB Arena,Leipzig,Sporting CP,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,119,7,2025-01-22 17:45:00+00:00,Arena AufSchalke,Shakhtar,Brest,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,120,7,2025-01-22 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Salzburg,,5,1,https://fixturedownload.com/feed/json/champions-league-2024,6,4,H
2024-25,121,7,2025-01-22 20:00:00+00:00,Parc des Princes,Paris,Man City,,4,2,https://fixturedownload.com/feed/json/champions-league-2024,6,2,H
2024-25,122,7,2025-01-22 20:00:00+00:00,Stadion Letná,Sparta Praha,Inter,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,123,7,2025-01-22 20:00:00+00:00,Arsenal Stadium,Arsenal,GNK Dinamo,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,124,7,2025-01-22 20:00:00+00:00,Celtic Park,Celtic,Young Boys,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,125,7,2025-01-22 20:00:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Bayern München,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,126,7,2025-01-22 20:00:00+00:00,Stadio San Siro,Milan,Girona,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,127,8,2025-01-29 20:00:00+00:00,Estádio José Alvalade,Sporting CP,Bologna,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,128,8,2025-01-29 20:00:00+00:00,PSV Stadion,PSV,Liverpool,,3,2,https://fixturedownload.com/feed/json/champions-league-2024,5,1,H
2024-25,129,8,2025-01-29 20:00:00+00:00,Stadion Wankdorf,Young Boys,Crvena Zvezda,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,130,8,2025-01-29 20:00:00+00:00,Arena Stuttgart,Stuttgart,Paris,,1,4,https://fixturedownload.com/feed/json/champions-league-2024,5,-3,A
2024-25,131,8,2025-01-29 20:00:00+00:00,Wörthersee Stadion,Sturm Graz,Leipzig,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,132,8,2025-01-29 20:00:00+00:00,City of Manchester Stadium,Man City,Club Brugge,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,133,8,2025-01-29 20:00:00+00:00,Fußball Arena München,Bayern München,S. Bratislava,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,134,8,2025-01-29 20:00:00+00:00,Stadio San Siro,Inter,Monaco,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,135,8,2025-01-29 20:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Shakhtar,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,136,8,2025-01-29 20:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Atalanta,,2,2,https://fixturedownload.com/feed/json/champions-league-2024,4,0,D
2024-25,137,8,2025-01-29 20:00:00+00:00,BayArena,Leverkusen,Sparta Praha,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,138,8,2025-01-29 20:00:00+00:00,Juventus Stadium,Juventus,Benfica,,0,2,https://fixturedownload.com/feed/json/champions-league-2024,2,-2,A
2024-25,139,8,2025-01-29 20:00:00+00:00,Stadion Maksimir,GNK Dinamo,Milan,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,140,8,2025-01-29 20:00:00+00:00,Stadion Salzburg,Salzburg,Atleti,,1,4,https://fixturedownload.com/feed/json/champions-league-2024,5,-3,A
2024-25,141,8,2025-01-29 20:00:00+00:00,Stade Pierre Mauroy,Lille,Feyenoord,,6,1,https://fixturedownload.com/feed/json/champions-league-2024,7,5,H
2024-25,142,8,2025-01-29 20:00:00+00:00,Villa Park,Aston Villa,Celtic,,4,2,https://fixturedownload.com/feed/json/champions-league-2024,6,2,H
2024-25,143,8,2025-01-29 20:00:00+00:00,Estadi Montilivi,Girona,Arsenal,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,144,8,2025-01-29 20:00:00+00:00,Stade de Roudourou,Brest,Real Madrid,,0,3,https://fixturedownload.com/feed/json/champions-league-2024,3,-3,A
2024-25,145,9,2025-02-11 17:45:00+00:00,Stade de Roudourou,Brest,Paris,,0,3,https://fixturedownload.com/feed/json/champions-league-2024,3,-3,A
2024-25,146,9,2025-02-11 20:00:00+00:00,City of Manchester Stadium,Man City,Real Madrid,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,147,9,2025-02-11 20:00:00+00:00,Juventus Stadium,Juventus,PSV,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,148,9,2025-02-11 20:00:00+00:00,Estádio José Alvalade,Sporting CP,B. Dortmund,,0,3,https://fixturedownload.com/feed/json/champions-league-2024,3,-3,A
2024-25,149,9,2025-02-12 17:45:00+00:00,Jan Breydelstadion,Club Brugge,Atalanta,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,150,9,2025-02-12 20:00:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Milan,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,151,9,2025-02-12 20:00:00+00:00,Celtic Park,Celtic,Bayern München,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,152,9,2025-02-12 20:00:00+00:00,Stade Louis II,Monaco,Benfica,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,153,10,2025-02-18 17:45:00+00:00,Stadio San Siro,Milan,Feyenoord,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,154,10,2025-02-18 20:00:00+00:00,Stadio di Bergamo,Atalanta,Club Brugge,,1,3,https://fixturedownload.com/feed/json/champions-league-2024,4,-2,A
2024-25,155,10,2025-02-18 20:00:00+00:00,Fußball Arena München,Bayern München,Celtic,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,156,10,2025-02-18 20:00:00+00:00,Estádio do SL Benfica,Benfica,Monaco,,3,3,https://fixturedownload.com/feed/json/champions-league-2024,6,0,D
2024-25,157,10,2025-02-19 17:45:00+00:00,BVB Stadion Dortmund,B. Dortmund,Sporting CP,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,158,10,2025-02-19 20:00:00+00:00,Parc des Princes,Paris,Brest,,7,0,https://fixturedownload.com/feed/json/champions-league-2024,7,7,H
2024-25,159,10,2025-02-19 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Man City,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,160,10,2025-02-19 20:00:00+00:00,PSV Stadion,PSV,Juventus,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,161,11,2025-03-04 17:45:00+00:00,Jan Breydelstadion,Club Brugge,Aston Villa,,1,3,https://fixturedownload.com/feed/json/champions-league-2024,4,-2,A
2024-25,162,11,2025-03-04 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Atleti,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,163,11,2025-03-04 20:00:00+00:00,PSV Stadion,PSV,Arsenal,,1,7,https://fixturedownload.com/feed/json/champions-league-2024,8,-6,A
2024-25,164,11,2025-03-04 20:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Lille,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,165,11,2025-03-05 17:45:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Inter,,0,2,https://fixturedownload.com/feed/json/champions-league-2024,2,-2,A
2024-25,166,11,2025-03-05 20:00:00+00:00,Parc des Princes,Paris,Liverpool,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,167,11,2025-03-05 20:00:00+00:00,Fußball Arena München,Bayern München,Leverkusen,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,168,11,2025-03-05 20:00:00+00:00,Estádio do SL Benfica,Benfica,Barcelona,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,169,12,2025-03-11 17:45:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Benfica,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,170,12,2025-03-11 20:00:00+00:00,Anfield,Liverpool,Paris,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,171,12,2025-03-11 20:00:00+00:00,Stadio San Siro,Inter,Feyenoord,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,172,12,2025-03-11 20:00:00+00:00,BayArena,Leverkusen,Bayern München,,0,2,https://fixturedownload.com/feed/json/champions-league-2024,2,-2,A
2024-25,173,12,2025-03-12 17:45:00+00:00,Stade Pierre Mauroy,Lille,B. Dortmund,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,174,12,2025-03-12 20:00:00+00:00,Villa Park,Aston Villa,Club Brugge,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,175,12,2025-03-12 20:00:00+00:00,Estadio Metropolitano,Atleti,Real Madrid,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,176,12,2025-03-12 20:00:00+00:00,Arsenal Stadium,Arsenal,PSV,,2,2,https://fixturedownload.com/feed/json/champions-league-2024,4,0,D
2024-25,177,13,2025-04-08 19:00:00+00:00,Arsenal Stadium,Arsenal,Real Madrid,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,178,13,2025-04-08 19:00:00+00:00,Fußball Arena München,Bayern München,Inter,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,179,13,2025-04-09 19:00:00+00:00,Parc des Princes,Paris,Aston Villa,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,180,13,2025-04-09 19:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,B. Dortmund,,4,0,https://fixturedownload.com/feed/json/champions-league-2024,4,4,H
2024-25,181,14,2025-04-15 19:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Barcelona,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,182,14,2025-04-15 19:00:00+00:00,Villa Park,Aston Villa,Paris,,3,2,https://fixturedownload.com/feed/json/champions-league-2024,5,1,H
2024-25,183,14,2025-04-16 19:00:00+00:00,Stadio San Siro,Inter,Bayern München,,2,2,https://fixturedownload.com/feed/json/champions-league-2024,4,0,D
2024-25,184,14,2025-04-16 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Arsenal,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,185,15,2025-04-29 19:00:00+00:00,Arsenal Stadium,Arsenal,Paris,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,186,15,2025-04-30 19:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Inter,,3,3,https://fixturedownload.com/feed/json/champions-league-2024,6,0,D
2024-25,187,16,2025-05-06 19:00:00+00:00,Stadio San Siro,Inter,Barcelona,,4,3,https://fixturedownload.com/feed/json/champions-league-2024,7,1,H
2024-25,188,16,2025-05-07 19:00:00+00:00,Parc des Princes,Paris,Arsenal,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,189,17,2025-05-31 19:00:00+00:00,Fußball Arena München,Paris,Inter,,5,0,https://fixturedownload.com/feed/json/champions-league-2024,5,5,H
2025-26,1,1,2025-09-16 16:45:00+00:00,PSV Stadion,PSV,Union SG,,1,3,https://fixturedownload.com/feed/json/champions-league-2025,4,-2,A
2025-26,2,1,2025-09-16 16:45:00+00:00,Estadio de San Mamés,Athletic Club,Arsenal,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,3,1,2025-09-16 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Marseille,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,4,1,2025-09-16 19:00:00+00:00,Estádio do SL Benfica,Benfica,Qarabag,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,5,1,2025-09-16 19:00:00+00:00,Juventus Stadium,Juventus,B. Dortmund,,4,4,https://fixturedownload.com/feed/json/champions-league-2025,8,0,D
2025-26,6,1,2025-09-16 19:00:00+00:00,Tottenham Hotspur Stadium,Tottenham,Villarreal,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,7,1,2025-09-17 16:45:00+00:00,Stadio Georgios Karaiskakis,Olympiacos,Pafos,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,8,1,2025-09-17 16:45:00+00:00,Eden Arena,Slavia Praha,Bodø/Glimt,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,9,1,2025-09-17 19:00:00+00:00,Parc des Princes,Paris,Atalanta,,4,0,https://fixturedownload.com/feed/json/champions-league-2025,4,4,H
2025-26,10,1,2025-09-17 19:00:00+00:00,Fußball Arena München,Bayern München,Chelsea,,3,1,https://fixturedownload.com/feed/json/champions-league-2025,4,2,H
2025-26,11,1,2025-09-17 19:00:00+00:00,Anfield,Liverpool,Atleti,,3,2,https://fixturedownload.com/feed/json/champions-league-2025,5,1,H
2025-26,12,1,2025-09-17 19:00:00+00:00,Johan Cruijff ArenA,Ajax,Inter,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,13,1,2025-09-18 16:45:00+00:00,Jan Breydelstadion,Club Brugge,Monaco,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,14,1,2025-09-18 16:45:00+00:00,Parken,Copenhagen,Leverkusen,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,15,1,2025-09-18 19:00:00+00:00,City of Manchester Stadium,Man City,Napoli,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,16,1,2025-09-18 19:00:00+00:00,Frankfurt Stadion,Frankfurt,Galatasaray,,5,1,https://fixturedownload.com/feed/json/champions-league-2025,6,4,H
2025-26,17,1,2025-09-18 19:00:00+00:00,Estádio José Alvalade,Sporting CP,Kairat Almaty,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,18,1,2025-09-18 19:00:00+00:00,St James' Park,Newcastle,Barcelona,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,19,2,2025-09-30 16:45:00+00:00,Stadio di Bergamo,Atalanta,Club Brugge,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,20,2,2025-09-30 16:45:00+00:00,Almaty Ortalyk Stadion,Kairat Almaty,Real Madrid,,0,5,https://fixturedownload.com/feed/json/champions-league-2025,5,-5,A
2025-26,21,2,2025-09-30 19:00:00+00:00,Stadio San Siro,Inter,Slavia Praha,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,22,2,2025-09-30 19:00:00+00:00,Stamford Bridge,Chelsea,Benfica,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,23,2,2025-09-30 19:00:00+00:00,Estadio Metropolitano,Atleti,Frankfurt,,5,1,https://fixturedownload.com/feed/json/champions-league-2025,6,4,H
2025-26,24,2,2025-09-30 19:00:00+00:00,Aspmyra,Bodø/Glimt,Tottenham,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,25,2,2025-09-30 19:00:00+00:00,Stade de Marseille,Marseille,Ajax,,4,0,https://fixturedownload.com/feed/json/champions-league-2025,4,4,H
2025-26,26,2,2025-09-30 19:00:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Liverpool,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,27,2,2025-09-30 19:00:00+00:00,Limassol Stadium,Pafos,Bayern München,,1,5,https://fixturedownload.com/feed/json/champions-league-2025,6,-4,A
2025-26,28,2,2025-10-01 16:45:00+00:00,RSC Anderlecht Stadium,Union SG,Newcastle,,0,4,https://fixturedownload.com/feed/json/champions-league-2025,4,-4,A
2025-26,29,2,2025-10-01 16:45:00+00:00,Tofiq Bahramov Republican Stadium,Qarabag,Copenhagen,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,30,2,2025-10-01 19:00:00+00:00,Arsenal Stadium,Arsenal,Olympiacos,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,31,2,2025-10-01 19:00:00+00:00,BayArena,Leverkusen,PSV,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,32,2,2025-10-01 19:00:00+00:00,Estadio de la Cerámica,Villarreal,Juventus,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,33,2,2025-10-01 19:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Sporting CP,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,34,2,2025-10-01 19:00:00+00:00,Stade Louis II,Monaco,Man City,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,35,2,2025-10-01 19:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Athletic Club,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,36,2,2025-10-01 19:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Paris,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,37,3,2025-10-21 16:45:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Olympiacos,,6,1,https://fixturedownload.com/feed/json/champions-league-2025,7,5,H
2025-26,38,3,2025-10-21 16:45:00+00:00,Almaty Ortalyk Stadion,Kairat Almaty,Pafos,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,39,3,2025-10-21 19:00:00+00:00,Arsenal Stadium,Arsenal,Atleti,,4,0,https://fixturedownload.com/feed/json/champions-league-2025,4,4,H
2025-26,40,3,2025-10-21 19:00:00+00:00,BayArena,Leverkusen,Paris,,2,7,https://fixturedownload.com/feed/json/champions-league-2025,9,-5,A
2025-26,41,3,2025-10-21 19:00:00+00:00,Estadio de la Cerámica,Villarreal,Man City,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,42,3,2025-10-21 19:00:00+00:00,PSV Stadion,PSV,Napoli,,6,2,https://fixturedownload.com/feed/json/champions-league-2025,8,4,H
2025-26,43,3,2025-10-21 19:00:00+00:00,Parken,Copenhagen,B. Dortmund,,2,4,https://fixturedownload.com/feed/json/champions-league-2025,6,-2,A
2025-26,44,3,2025-10-21 19:00:00+00:00,RSC Anderlecht Stadium,Union SG,Inter,,0,4,https://fixturedownload.com/feed/json/champions-league-2025,4,-4,A
2025-26,45,3,2025-10-21 19:00:00+00:00,St James' Park,Newcastle,Benfica,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,46,3,2025-10-22 16:45:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Bodø/Glimt,,3,1,https://fixturedownload.com/feed/json/champions-league-2025,4,2,H
2025-26,47,3,2025-10-22 16:45:00+00:00,Estadio de San Mamés,Athletic Club,Qarabag,,3,1,https://fixturedownload.com/feed/json/champions-league-2025,4,2,H
2025-26,48,3,2025-10-22 19:00:00+00:00,Stamford Bridge,Chelsea,Ajax,,5,1,https://fixturedownload.com/feed/json/champions-league-2025,6,4,H
2025-26,49,3,2025-10-22 19:00:00+00:00,Stadio di Bergamo,Atalanta,Slavia Praha,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,50,3,2025-10-22 19:00:00+00:00,Frankfurt Stadion,Frankfurt,Liverpool,,1,5,https://fixturedownload.com/feed/json/champions-league-2025,6,-4,A
2025-26,51,3,2025-10-22 19:00:00+00:00,Estádio José Alvalade,Sporting CP,Marseille,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,52,3,2025-10-22 19:00:00+00:00,Stade Louis II,Monaco,Tottenham,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,53,3,2025-10-22 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Juventus,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,54,3,2025-10-22 19:00:00+00:00,Fußball Arena München,Bayern München,Club Brugge,,4,0,https://fixturedownload.com/feed/json/champions-league-2025,4,4,H
2025-26,55,4,2025-11-04 17:45:00+00:00,Stadio Diego Armando Maradona,Napoli,Frankfurt,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,56,4,2025-11-04 17:45:00+00:00,Eden Arena,Slavia Praha,Arsenal,,0,3,https://fixturedownload.com/feed/json/champions-league-2025,3,-3,A
2025-26,57,4,2025-11-04 20:00:00+00:00,Parc des Princes,Paris,Bayern München,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,58,4,2025-11-04 20:00:00+00:00,Anfield,Liverpool,Real Madrid,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,59,4,2025-11-04 20:00:00+00:00,Estadio Metropolitano,Atleti,Union SG,,3,1,https://fixturedownload.com/feed/json/champions-league-2025,4,2,H
2025-26,60,4,2025-11-04 20:00:00+00:00,Juventus Stadium,Juventus,Sporting CP,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,61,4,2025-11-04 20:00:00+00:00,Tottenham Hotspur Stadium,Tottenham,Copenhagen,,4,0,https://fixturedownload.com/feed/json/champions-league-2025,4,4,H
2025-26,62,4,2025-11-04 20:00:00+00:00,Stadio Georgios Karaiskakis,Olympiacos,PSV,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,63,4,2025-11-04 20:00:00+00:00,Aspmyra,Bodø/Glimt,Monaco,,0,1,https://fixturedownload.com/feed/json/champions-league-2025,1,-1,A
2025-26,64,4,2025-11-05 17:45:00+00:00,Tofiq Bahramov Republican Stadium,Qarabag,Chelsea,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,65,4,2025-11-05 17:45:00+00:00,Limassol Stadium,Pafos,Villarreal,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,66,4,2025-11-05 20:00:00+00:00,City of Manchester Stadium,Man City,B. Dortmund,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,67,4,2025-11-05 20:00:00+00:00,Stadio San Siro,Inter,Kairat Almaty,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,68,4,2025-11-05 20:00:00+00:00,Estádio do SL Benfica,Benfica,Leverkusen,,0,1,https://fixturedownload.com/feed/json/champions-league-2025,1,-1,A
2025-26,69,4,2025-11-05 20:00:00+00:00,Jan Breydelstadion,Club Brugge,Barcelona,,3,3,https://fixturedownload.com/feed/json/champions-league-2025,6,0,D
2025-26,70,4,2025-11-05 20:00:00+00:00,Johan Cruijff ArenA,Ajax,Galatasaray,,0,3,https://fixturedownload.com/feed/json/champions-league-2025,3,-3,A
2025-26,71,4,2025-11-05 20:00:00+00:00,Stade de Marseille,Marseille,Atalanta,,0,1,https://fixturedownload.com/feed/json/champions-league-2025,1,-1,A
2025-26,72,4,2025-11-05 20:00:00+00:00,St James' Park,Newcastle,Athletic Club,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,73,5,2025-11-25 17:45:00+00:00,Johan Cruijff ArenA,Ajax,Benfica,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,74,5,2025-11-25 17:45:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Union SG,,0,1,https://fixturedownload.com/feed/json/champions-league-2025,1,-1,A
2025-26,75,5,2025-11-25 20:00:00+00:00,City of Manchester Stadium,Man City,Leverkusen,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,76,5,2025-11-25 20:00:00+00:00,Stamford Bridge,Chelsea,Barcelona,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,77,5,2025-11-25 20:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Villarreal,,4,0,https://fixturedownload.com/feed/json/champions-league-2025,4,4,H
2025-26,78,5,2025-11-25 20:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Qarabag,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,79,5,2025-11-25 20:00:00+00:00,Eden Arena,Slavia Praha,Athletic Club,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,80,5,2025-11-25 20:00:00+00:00,Aspmyra,Bodø/Glimt,Juventus,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,81,5,2025-11-25 20:00:00+00:00,Stade de Marseille,Marseille,Newcastle,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,82,5,2025-11-26 17:45:00+00:00,Parken,Copenhagen,Kairat Almaty,,3,2,https://fixturedownload.com/feed/json/champions-league-2025,5,1,H
2025-26,83,5,2025-11-26 17:45:00+00:00,Limassol Stadium,Pafos,Monaco,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,84,5,2025-11-26 20:00:00+00:00,Parc des Princes,Paris,Tottenham,,5,3,https://fixturedownload.com/feed/json/champions-league-2025,8,2,H
2025-26,85,5,2025-11-26 20:00:00+00:00,Anfield,Liverpool,PSV,,1,4,https://fixturedownload.com/feed/json/champions-league-2025,5,-3,A
2025-26,86,5,2025-11-26 20:00:00+00:00,Arsenal Stadium,Arsenal,Bayern München,,3,1,https://fixturedownload.com/feed/json/champions-league-2025,4,2,H
2025-26,87,5,2025-11-26 20:00:00+00:00,Estadio Metropolitano,Atleti,Inter,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,88,5,2025-11-26 20:00:00+00:00,Frankfurt Stadion,Frankfurt,Atalanta,,0,3,https://fixturedownload.com/feed/json/champions-league-2025,3,-3,A
