season,match_number,round_number,date_utc,location,home_team,away_team,group,home_goals,away_goals,source_url,total_goals,goal_difference_home,result_90min
2022-23,36,3,2022-10-04 19:00:00+00:00,Johan Cruijff ArenA,Ajax,Napoli,Group A,1,6,https://fixturedownload.com/feed/json/champions-league-2022,7,-5,A
2022-23,37,3,2022-10-04 19:00:00+00:00,Estádio do Dragão,Porto,Leverkusen,Group B,2,0,https://fixturedownload.com/feed/json/champions-league-2022,2,2,H
2022-23,38,3,2022-10-04 19:00:00+00:00,Jan Breydelstadion,Club Brugge,Atlético,Group B,2,0,https://fixturedownload.com/feed/json/champions-league-2022,2,2,H
2022-23,39,3,2022-10-04 19:00:00+00:00,Stadio San Siro,Inter,Barcelona,Group C,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2022-23,40,3,2022-10-04 19:00:00+00:00,Frankfurt Stadion,Frankfurt,Tottenham,Group D,0,0,https://fixturedownload.com/feed/json/champions-league-2022,0,0,D
2022-23,41,3,2022-10-05 16:45:00+00:00,Stadion Salzburg,Salzburg,Dinamo Zagreb,Group E,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2022-23,42,3,2022-10-05 16:45:00+00:00,RB Arena,Leipzig,Celtic,Group F,3,1,https://fixturedownload.com/feed/json/champions-league-2022,4,2,H
2022-23,43,3,2022-10-05 19:00:00+00:00,Stamford Bridge,Chelsea,Milan,Group E,3,0,https://fixturedownload.com/feed/json/champions-league-2022,3,3,H
2022-23,44,3,2022-10-05 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Shakhtar Donetsk,Group F,2,1,https://fixturedownload.com/feed/json/champions-league-2022,3,1,H
2022-23,45,3,2022-10-05 19:00:00+00:00,City of Manchester Stadium,Man City,Copenhagen,Group G,5,0,https://fixturedownload.com/feed/json/champions-league-2022,5,5,H
2022-23,46,3,2022-10-05 19:00:00+00:00,Estadio Ramón Sánchez-Pizjuán,Sevilla,Dortmund,Group G,1,4,https://fixturedownload.com/feed/json/champions-league-2022,5,-3,A
2022-23,47,3,2022-10-05 19:00:00+00:00,Juventus Stadium,Juventus,M. Haifa,Group H,3,1,https://fixturedownload.com/feed/json/champions-league-2022,4,2,H
2022-23,48,3,2022-10-05 19:00:00+00:00,Estádio do SL Benfica,Benfica,Paris,Group H,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,49,4,2022-10-11 16:45:00+00:00,Parken,Copenhagen,Man City,Group G,0,0,https://fixturedownload.com/feed/json/champions-league-2022,0,0,D
2022-23,50,4,2022-10-11 16:45:00+00:00,Sammy Ofer Stadium,M. Haifa,Juventus,Group H,2,0,https://fixturedownload.com/feed/json/champions-league-2022,2,2,H
2022-23,51,4,2022-10-11 19:00:00+00:00,Stadion Maksimir,Dinamo Zagreb,Salzburg,Group E,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,52,4,2022-10-11 19:00:00+00:00,Stadio San Siro,Milan,Chelsea,Group E,0,2,https://fixturedownload.com/feed/json/champions-league-2022,2,-2,A
2022-23,53,4,2022-10-11 19:00:00+00:00,Municipal Stadium of Legia Warszawa,Shakhtar Donetsk,Real Madrid,Group F,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,54,4,2022-10-11 19:00:00+00:00,Celtic Park,Celtic,Leipzig,Group F,0,2,https://fixturedownload.com/feed/json/champions-league-2022,2,-2,A
2022-23,55,4,2022-10-11 19:00:00+00:00,BVB Stadion Dortmund,Dortmund,Sevilla,Group G,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,56,4,2022-10-11 19:00:00+00:00,Parc des Princes,Paris,Benfica,Group H,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,57,4,2022-10-12 16:45:00+00:00,Stadio Diego Armando Maradona,Napoli,Ajax,Group A,4,2,https://fixturedownload.com/feed/json/champions-league-2022,6,2,H
2022-23,58,4,2022-10-12 16:45:00+00:00,Estadio Metropolitano,Atlético,Club Brugge,Group B,0,0,https://fixturedownload.com/feed/json/champions-league-2022,0,0,D
2022-23,59,4,2022-10-12 19:00:00+00:00,Ibrox Stadium,Rangers,Liverpool,Group A,1,7,https://fixturedownload.com/feed/json/champions-league-2022,8,-6,A
2022-23,60,4,2022-10-12 19:00:00+00:00,BayArena,Leverkusen,Porto,Group B,0,3,https://fixturedownload.com/feed/json/champions-league-2022,3,-3,A
2022-23,61,4,2022-10-12 19:00:00+00:00,Camp Nou,Barcelona,Inter,Group C,3,3,https://fixturedownload.com/feed/json/champions-league-2022,6,0,D
2022-23,62,4,2022-10-12 19:00:00+00:00,Stadion mesta Plzne,Plzen,Bayern,Group C,2,4,https://fixturedownload.com/feed/json/champions-league-2022,6,-2,A
2022-23,63,4,2022-10-12 19:00:00+00:00,Tottenham Hotspur Stadium,Tottenham,Frankfurt,Group D,3,2,https://fixturedownload.com/feed/json/champions-league-2022,5,1,H
2022-23,64,4,2022-10-12 19:00:00+00:00,Estádio José Alvalade,Sporting CP,Marseille,Group D,0,2,https://fixturedownload.com/feed/json/champions-league-2022,2,-2,A
2022-23,65,5,2022-10-25 16:45:00+00:00,Stadion Salzburg,Salzburg,Chelsea,Group E,1,2,https://fixturedownload.com/feed/json/champions-league-2022,3,-1,A
2022-23,66,5,2022-10-25 16:45:00+00:00,Estadio Ramón Sánchez-Pizjuán,Sevilla,Copenhagen,Group G,3,0,https://fixturedownload.com/feed/json/champions-league-2022,3,3,H
2022-23,67,5,2022-10-25 19:00:00+00:00,Stadion Maksimir,Dinamo Zagreb,Milan,Group E,0,4,https://fixturedownload.com/feed/json/champions-league-2022,4,-4,A
2022-23,68,5,2022-10-25 19:00:00+00:00,Celtic Park,Celtic,Shakhtar Donetsk,Group F,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,69,5,2022-10-25 19:00:00+00:00,RB Arena,Leipzig,Real Madrid,Group F,3,2,https://fixturedownload.com/feed/json/champions-league-2022,5,1,H
2022-23,70,5,2022-10-25 19:00:00+00:00,BVB Stadion Dortmund,Dortmund,Man City,Group G,0,0,https://fixturedownload.com/feed/json/champions-league-2022,0,0,D
2022-23,71,5,2022-10-25 19:00:00+00:00,Parc des Princes,Paris,M. Haifa,Group H,7,2,https://fixturedownload.com/feed/json/champions-league-2022,9,5,H
2022-23,72,5,2022-10-25 19:00:00+00:00,Estádio do SL Benfica,Benfica,Juventus,Group H,4,3,https://fixturedownload.com/feed/json/champions-league-2022,7,1,H
2022-23,73,5,2022-10-26 16:45:00+00:00,Jan Breydelstadion,Club Brugge,Porto,Group B,0,4,https://fixturedownload.com/feed/json/champions-league-2022,4,-4,A
2022-23,74,5,2022-10-26 16:45:00+00:00,Stadio San Siro,Inter,Plzen,Group C,4,0,https://fixturedownload.com/feed/json/champions-league-2022,4,4,H
2022-23,75,5,2022-10-26 19:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Rangers,Group A,3,0,https://fixturedownload.com/feed/json/champions-league-2022,3,3,H
2022-23,76,5,2022-10-26 19:00:00+00:00,Johan Cruijff ArenA,Ajax,Liverpool,Group A,0,3,https://fixturedownload.com/feed/json/champions-league-2022,3,-3,A
2022-23,77,5,2022-10-26 19:00:00+00:00,Estadio Metropolitano,Atlético,Leverkusen,Group B,2,2,https://fixturedownload.com/feed/json/champions-league-2022,4,0,D
2022-23,78,5,2022-10-26 19:00:00+00:00,Camp Nou,Barcelona,Bayern,Group C,0,3,https://fixturedownload.com/feed/json/champions-league-2022,3,-3,A
2022-23,79,5,2022-10-26 19:00:00+00:00,Tottenham Hotspur Stadium,Tottenham,Sporting CP,Group D,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,80,5,2022-10-26 19:00:00+00:00,Frankfurt Stadion,Frankfurt,Marseille,Group D,2,1,https://fixturedownload.com/feed/json/champions-league-2022,3,1,H
2022-23,81,6,2022-11-01 17:45:00+00:00,Estádio do Dragão,Porto,Atlético,Group B,2,1,https://fixturedownload.com/feed/json/champions-league-2022,3,1,H
2022-23,82,6,2022-11-01 17:45:00+00:00,BayArena,Leverkusen,Club Brugge,Group B,0,0,https://fixturedownload.com/feed/json/champions-league-2022,0,0,D
2022-23,83,6,2022-11-01 20:00:00+00:00,Anfield,Liverpool,Napoli,Group A,2,0,https://fixturedownload.com/feed/json/champions-league-2022,2,2,H
2022-23,84,6,2022-11-01 20:00:00+00:00,Ibrox Stadium,Rangers,Ajax,Group A,1,3,https://fixturedownload.com/feed/json/champions-league-2022,4,-2,A
2022-23,85,6,2022-11-01 20:00:00+00:00,Fußball Arena München,Bayern,Inter,Group C,2,0,https://fixturedownload.com/feed/json/champions-league-2022,2,2,H
2022-23,86,6,2022-11-01 20:00:00+00:00,Stadion mesta Plzne,Plzen,Barcelona,Group C,2,4,https://fixturedownload.com/feed/json/champions-league-2022,6,-2,A
2022-23,87,6,2022-11-01 20:00:00+00:00,Estádio José Alvalade,Sporting CP,Frankfurt,Group D,1,2,https://fixturedownload.com/feed/json/champions-league-2022,3,-1,A
2022-23,88,6,2022-11-01 20:00:00+00:00,Stade de Marseille,Marseille,Tottenham,Group D,1,2,https://fixturedownload.com/feed/json/champions-league-2022,3,-1,A
2022-23,89,6,2022-11-02 17:45:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Celtic,Group F,5,1,https://fixturedownload.com/feed/json/champions-league-2022,6,4,H
2022-23,90,6,2022-11-02 17:45:00+00:00,Municipal Stadium of Legia Warszawa,Shakhtar Donetsk,Leipzig,Group F,0,4,https://fixturedownload.com/feed/json/champions-league-2022,4,-4,A
2022-23,91,6,2022-11-02 20:00:00+00:00,Stamford Bridge,Chelsea,Dinamo Zagreb,Group E,2,1,https://fixturedownload.com/feed/json/champions-league-2022,3,1,H
2022-23,92,6,2022-11-02 20:00:00+00:00,Stadio San Siro,Milan,Salzburg,Group E,4,0,https://fixturedownload.com/feed/json/champions-league-2022,4,4,H
2022-23,93,6,2022-11-02 20:00:00+00:00,City of Manchester Stadium,Man City,Sevilla,Group G,3,1,https://fixturedownload.com/feed/json/champions-league-2022,4,2,H
2022-23,94,6,2022-11-02 20:00:00+00:00,Parken,Copenhagen,Dortmund,Group G,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,95,6,2022-11-02 20:00:00+00:00,Juventus Stadium,Juventus,Paris,Group H,1,2,https://fixturedownload.com/feed/json/champions-league-2022,3,-1,A
2022-23,96,6,2022-11-02 20:00:00+00:00,Sammy Ofer Stadium,M. Haifa,Benfica,Group H,1,6,https://fixturedownload.com/feed/json/champions-league-2022,7,-5,A
2022-23,97,7,2023-02-14 20:00:00+00:00,Stadio San Siro,Milan,Tottenham,,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2022-23,98,7,2023-02-14 20:00:00+00:00,Parc des Princes,Paris,Bayern,,0,1,https://fixturedownload.com/feed/json/champions-league-2022,1,-1,A
2022-23,99,7,2023-02-15 20:00:00+00:00,Jan Breydelstadion,Club Brugge,Benfica,,0,2,https://fixturedownload.com/feed/json/champions-league-2022,2,-2,A
2022-23,100,7,2023-02-15 20:00:00+00:00,BVB Stadion Dortmund,Dortmund,Chelsea,,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2022-23,101,7,2023-02-21 20:00:00+00:00,Anfield,Liverpool,Real Madrid,,2,5,https://fixturedownload.com/feed/json/champions-league-2022,7,-3,A
2022-23,102,7,2023-02-21 20:00:00+00:00,Frankfurt Stadion,Frankfurt,Napoli,,0,2,https://fixturedownload.com/feed/json/champions-league-2022,2,-2,A
2022-23,103,7,2023-02-22 20:00:00+00:00,RB Arena,Leipzig,Man City,,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,104,7,2023-02-22 20:00:00+00:00,Stadio San Siro,Inter,Porto,,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2022-23,105,8,2023-03-07 20:00:00+00:00,Estádio do SL Benfica,Benfica,Club Brugge,,5,1,https://fixturedownload.com/feed/json/champions-league-2022,6,4,H
2022-23,106,8,2023-03-07 20:10:00+00:00,Stamford Bridge,Chelsea,Dortmund,,2,0,https://fixturedownload.com/feed/json/champions-league-2022,2,2,H
2022-23,108,8,2023-03-08 20:00:00+00:00,Fußball Arena München,Bayern,Paris,,2,0,https://fixturedownload.com/feed/json/champions-league-2022,2,2,H
2022-23,107,8,2023-03-08 20:10:00+00:00,Tottenham Hotspur Stadium,Tottenham,Milan,,0,0,https://fixturedownload.com/feed/json/champions-league-2022,0,0,D
2022-23,109,8,2023-03-14 20:00:00+00:00,City of Manchester Stadium,Man City,Leipzig,,7,0,https://fixturedownload.com/feed/json/champions-league-2022,7,7,H
2022-23,110,8,2023-03-14 20:00:00+00:00,Estádio do Dragão,Porto,Inter,,0,0,https://fixturedownload.com/feed/json/champions-league-2022,0,0,D
2022-23,111,8,2023-03-15 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Liverpool,,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2022-23,112,8,2023-03-15 20:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Frankfurt,,3,0,https://fixturedownload.com/feed/json/champions-league-2022,3,3,H
2022-23,113,9,2023-04-11 19:00:00+00:00,Estádio do SL Benfica,Benfica,Inter,,0,2,https://fixturedownload.com/feed/json/champions-league-2022,2,-2,A
2022-23,114,9,2023-04-11 19:00:00+00:00,City of Manchester Stadium,Man City,Bayern,,3,0,https://fixturedownload.com/feed/json/champions-league-2022,3,3,H
2022-23,115,9,2023-04-12 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Chelsea,,2,0,https://fixturedownload.com/feed/json/champions-league-2022,2,2,H
2022-23,116,9,2023-04-12 19:00:00+00:00,Stadio San Siro,Milan,Napoli,,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2022-23,117,10,2023-04-18 19:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Milan,,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,118,10,2023-04-18 19:00:00+00:00,Stamford Bridge,Chelsea,Real Madrid,,0,2,https://fixturedownload.com/feed/json/champions-league-2022,2,-2,A
2022-23,119,10,2023-04-19 19:00:00+00:00,Fußball Arena München,Bayern,Man City,,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,120,10,2023-04-19 19:00:00+00:00,Stadio San Siro,Inter,Benfica,,3,3,https://fixturedownload.com/feed/json/champions-league-2022,6,0,D
2022-23,121,11,2023-05-09 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Man City,,1,1,https://fixturedownload.com/feed/json/champions-league-2022,2,0,D
2022-23,122,11,2023-05-10 19:00:00+00:00,Stadio San Siro,Milan,Inter,,0,2,https://fixturedownload.com/feed/json/champions-league-2022,2,-2,A
2022-23,123,12,2023-05-16 19:00:00+00:00,Stadio San Siro,Inter,Milan,,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2022-23,124,12,2023-05-17 19:00:00+00:00,City of Manchester Stadium,Man City,Real Madrid,,4,0,https://fixturedownload.com/feed/json/champions-league-2022,4,4,H
2022-23,125,13,2023-06-10 19:00:00+00:00,Atatürk Olimpiyat Stadyumu,Man City,Inter,,1,0,https://fixturedownload.com/feed/json/champions-league-2022,1,1,H
2023-24,1,1,2023-09-19 16:45:00+00:00,Stadio San Siro,Milan,Newcastle,Group F,0,0,https://fixturedownload.com/feed/json/champions-league-2023,0,0,D
2023-24,2,1,2023-09-19 16:45:00+00:00,Stadion Wankdorf,Young Boys,Leipzig,Group G,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,3,1,2023-09-19 19:00:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Celtic,Group E,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,4,1,2023-09-19 19:00:00+00:00,Stadio Olimpico,Lazio,Atlético de Madrid,Group E,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,5,1,2023-09-19 19:00:00+00:00,Parc des Princes,Paris,Dortmund,Group F,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,6,1,2023-09-19 19:00:00+00:00,City of Manchester Stadium,Man City,Crvena zvezda,Group G,3,1,https://fixturedownload.com/feed/json/champions-league-2023,4,2,H
2023-24,7,1,2023-09-19 19:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Antwerp,Group H,5,0,https://fixturedownload.com/feed/json/champions-league-2023,5,5,H
2023-24,8,1,2023-09-19 19:00:00+00:00,Volksparkstadion,Shakhtar Donetsk,FC Porto,Group H,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,9,1,2023-09-20 16:45:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Copenhagen,Group A,2,2,https://fixturedownload.com/feed/json/champions-league-2023,4,0,D
2023-24,10,1,2023-09-20 16:45:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Union Berlin,Group C,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,11,1,2023-09-20 19:00:00+00:00,Fußball Arena München,Bayern,Man United,Group A,4,3,https://fixturedownload.com/feed/json/champions-league-2023,7,1,H
2023-24,12,1,2023-09-20 19:00:00+00:00,Estadio Ramón Sánchez-Pizjuán,Sevilla,Lens,Group B,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,13,1,2023-09-20 19:00:00+00:00,Arsenal Stadium,Arsenal,PSV,Group B,4,0,https://fixturedownload.com/feed/json/champions-league-2023,4,4,H
2023-24,14,1,2023-09-20 19:00:00+00:00,Estádio Municipal de Braga,Braga,Napoli,Group C,1,2,https://fixturedownload.com/feed/json/champions-league-2023,3,-1,A
2023-24,15,1,2023-09-20 19:00:00+00:00,Reale Arena,Real Sociedad,Inter,Group D,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,16,1,2023-09-20 19:00:00+00:00,Estádio do SL Benfica,Benfica,Salzburg,Group D,0,2,https://fixturedownload.com/feed/json/champions-league-2023,2,-2,A
2023-24,17,2,2023-10-03 16:45:00+00:00,Olympiastadion,Union Berlin,Braga,Group C,2,3,https://fixturedownload.com/feed/json/champions-league-2023,5,-1,A
2023-24,18,2,2023-10-03 16:45:00+00:00,Stadion Salzburg,Salzburg,Real Sociedad,Group D,0,2,https://fixturedownload.com/feed/json/champions-league-2023,2,-2,A
2023-24,19,2,2023-10-03 19:00:00+00:00,Old Trafford,Man United,Galatasaray,Group A,2,3,https://fixturedownload.com/feed/json/champions-league-2023,5,-1,A
2023-24,20,2,2023-10-03 19:00:00+00:00,Parken,Copenhagen,Bayern,Group A,1,2,https://fixturedownload.com/feed/json/champions-league-2023,3,-1,A
2023-24,21,2,2023-10-03 19:00:00+00:00,Stade Bollaert-Delelis,Lens,Arsenal,Group B,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,22,2,2023-10-03 19:00:00+00:00,PSV Stadion,PSV,Sevilla,Group B,2,2,https://fixturedownload.com/feed/json/champions-league-2023,4,0,D
2023-24,23,2,2023-10-03 19:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Real Madrid,Group C,2,3,https://fixturedownload.com/feed/json/champions-league-2023,5,-1,A
2023-24,24,2,2023-10-03 19:00:00+00:00,Stadio San Siro,Inter,Benfica,Group D,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,25,2,2023-10-04 16:45:00+00:00,Estadio Metropolitano,Atlético de Madrid,Feyenoord,Group E,3,2,https://fixturedownload.com/feed/json/champions-league-2023,5,1,H
2023-24,26,2,2023-10-04 16:45:00+00:00,Bosuil,Antwerp,Shakhtar Donetsk,Group H,2,3,https://fixturedownload.com/feed/json/champions-league-2023,5,-1,A
2023-24,27,2,2023-10-04 19:00:00+00:00,Celtic Park,Celtic,Lazio,Group E,1,2,https://fixturedownload.com/feed/json/champions-league-2023,3,-1,A
2023-24,28,2,2023-10-04 19:00:00+00:00,BVB Stadion Dortmund,Dortmund,Milan,Group F,0,0,https://fixturedownload.com/feed/json/champions-league-2023,0,0,D
2023-24,29,2,2023-10-04 19:00:00+00:00,St James' Park,Newcastle,Paris,Group F,4,1,https://fixturedownload.com/feed/json/champions-league-2023,5,3,H
2023-24,30,2,2023-10-04 19:00:00+00:00,RB Arena,Leipzig,Man City,Group G,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,31,2,2023-10-04 19:00:00+00:00,Stadion Rajko Mitic,Crvena zvezda,Young Boys,Group G,2,2,https://fixturedownload.com/feed/json/champions-league-2023,4,0,D
2023-24,32,2,2023-10-04 19:00:00+00:00,Estádio do Dragão,FC Porto,Barcelona,Group H,0,1,https://fixturedownload.com/feed/json/champions-league-2023,1,-1,A
2023-24,33,3,2023-10-24 16:45:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Bayern,Group A,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,34,3,2023-10-24 16:45:00+00:00,Stadio San Siro,Inter,Salzburg,Group D,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,35,3,2023-10-24 19:00:00+00:00,Old Trafford,Man United,Copenhagen,Group A,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,36,3,2023-10-24 19:00:00+00:00,Estadio Ramón Sánchez-Pizjuán,Sevilla,Arsenal,Group B,1,2,https://fixturedownload.com/feed/json/champions-league-2023,3,-1,A
2023-24,37,3,2023-10-24 19:00:00+00:00,Stade Bollaert-Delelis,Lens,PSV,Group B,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,38,3,2023-10-24 19:00:00+00:00,Estádio Municipal de Braga,Braga,Real Madrid,Group C,1,2,https://fixturedownload.com/feed/json/champions-league-2023,3,-1,A
2023-24,39,3,2023-10-24 19:00:00+00:00,Olympiastadion,Union Berlin,Napoli,Group C,0,1,https://fixturedownload.com/feed/json/champions-league-2023,1,-1,A
2023-24,40,3,2023-10-24 19:00:00+00:00,Estádio do SL Benfica,Benfica,Real Sociedad,Group D,0,1,https://fixturedownload.com/feed/json/champions-league-2023,1,-1,A
2023-24,41,3,2023-10-25 16:45:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Lazio,Group E,3,1,https://fixturedownload.com/feed/json/champions-league-2023,4,2,H
2023-24,42,3,2023-10-25 16:45:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Shakhtar Donetsk,Group H,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,43,3,2023-10-25 19:00:00+00:00,Celtic Park,Celtic,Atlético de Madrid,Group E,2,2,https://fixturedownload.com/feed/json/champions-league-2023,4,0,D
2023-24,44,3,2023-10-25 19:00:00+00:00,Parc des Princes,Paris,Milan,Group F,3,0,https://fixturedownload.com/feed/json/champions-league-2023,3,3,H
2023-24,45,3,2023-10-25 19:00:00+00:00,St James' Park,Newcastle,Dortmund,Group F,0,1,https://fixturedownload.com/feed/json/champions-league-2023,1,-1,A
2023-24,46,3,2023-10-25 19:00:00+00:00,RB Arena,Leipzig,Crvena zvezda,Group G,3,1,https://fixturedownload.com/feed/json/champions-league-2023,4,2,H
2023-24,47,3,2023-10-25 19:00:00+00:00,Stadion Wankdorf,Young Boys,Man City,Group G,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,48,3,2023-10-25 19:00:00+00:00,Bosuil,Antwerp,FC Porto,Group H,1,4,https://fixturedownload.com/feed/json/champions-league-2023,5,-3,A
2023-24,49,4,2023-11-07 17:45:00+00:00,BVB Stadion Dortmund,Dortmund,Newcastle,Group F,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,50,4,2023-11-07 17:45:00+00:00,Volksparkstadion,Shakhtar Donetsk,Barcelona,Group H,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,51,4,2023-11-07 20:00:00+00:00,Estadio Metropolitano,Atlético de Madrid,Celtic,Group E,6,0,https://fixturedownload.com/feed/json/champions-league-2023,6,6,H
2023-24,52,4,2023-11-07 20:00:00+00:00,Stadio Olimpico,Lazio,Feyenoord,Group E,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,53,4,2023-11-07 20:00:00+00:00,Stadio San Siro,Milan,Paris,Group F,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,54,4,2023-11-07 20:00:00+00:00,City of Manchester Stadium,Man City,Young Boys,Group G,3,0,https://fixturedownload.com/feed/json/champions-league-2023,3,3,H
2023-24,55,4,2023-11-07 20:00:00+00:00,Stadion Rajko Mitic,Crvena zvezda,Leipzig,Group G,1,2,https://fixturedownload.com/feed/json/champions-league-2023,3,-1,A
2023-24,56,4,2023-11-07 20:00:00+00:00,Estádio do Dragão,FC Porto,Antwerp,Group H,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,57,4,2023-11-08 17:45:00+00:00,Stadio Diego Armando Maradona,Napoli,Union Berlin,Group C,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,58,4,2023-11-08 17:45:00+00:00,Reale Arena,Real Sociedad,Benfica,Group D,3,1,https://fixturedownload.com/feed/json/champions-league-2023,4,2,H
2023-24,59,4,2023-11-08 20:00:00+00:00,Fußball Arena München,Bayern,Galatasaray,Group A,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,60,4,2023-11-08 20:00:00+00:00,Parken,Copenhagen,Man United,Group A,4,3,https://fixturedownload.com/feed/json/champions-league-2023,7,1,H
2023-24,61,4,2023-11-08 20:00:00+00:00,Arsenal Stadium,Arsenal,Sevilla,Group B,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,62,4,2023-11-08 20:00:00+00:00,PSV Stadion,PSV,Lens,Group B,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,63,4,2023-11-08 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Braga,Group C,3,0,https://fixturedownload.com/feed/json/champions-league-2023,3,3,H
2023-24,64,4,2023-11-08 20:00:00+00:00,Stadion Salzburg,Salzburg,Inter,Group D,0,1,https://fixturedownload.com/feed/json/champions-league-2023,1,-1,A
2023-24,65,5,2023-11-28 17:45:00+00:00,Stadio Olimpico,Lazio,Celtic,Group E,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,66,5,2023-11-28 17:45:00+00:00,Volksparkstadion,Shakhtar Donetsk,Antwerp,Group H,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,67,5,2023-11-28 20:00:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Atlético de Madrid,Group E,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,68,5,2023-11-28 20:00:00+00:00,Parc des Princes,Paris,Newcastle,Group F,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,69,5,2023-11-28 20:00:00+00:00,Stadio San Siro,Milan,Dortmund,Group F,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,70,5,2023-11-28 20:00:00+00:00,City of Manchester Stadium,Man City,Leipzig,Group G,3,2,https://fixturedownload.com/feed/json/champions-league-2023,5,1,H
2023-24,71,5,2023-11-28 20:00:00+00:00,Stadion Wankdorf,Young Boys,Crvena zvezda,Group G,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
